gene_id	gene_short_name	locus	MES095_R1	MES095_R2	MES105_R1	MES105_R2	MES115_R1	MES115_R2	MES125_R1	MES125_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000020875	Hoxb9	chr11:96271456-96276595	943.011993708587	1138.60574417693	24.3407781339172	37.0294579278296	24.1174276922207	26.8251586935724	33.3314308425545	45.0061470160051	284.033517273952	5.12770287597091	0.35277542807775	420.44579945154	8.24477916887941e-91	9.30264775762486e-88
ENSMUSG00000040856	Dlk1	chr12:109452848-109463336	9407.18676603265	6135.22866722129	529.57638912982	347.812408393542	163.000545781906	155.841398124563	68.2887851408433	113.092369424833	2115.00341615618	4.14319335051651	0.350808959366172	404.637833810804	2.19055140738711e-87	2.29507200311101e-84
ENSMUSG00000048763	Hoxb3	chr11:96323325-96347930	776.058508441114	1263.93514073223	18.420048317559	17.1922483236352	14.9694378779301	7.6643310553064	3.25184691146873	9.23203015712926	263.840448977047	5.83249823452753	0.464677802437186	360.788135708168	6.88044807026082e-78	6.72816081963905e-75
ENSMUSG00000056648	Hoxb8	chr11:96281904-96285315	776.058508441114	845.382250349435	19.7357660545275	13.2248064027963	13.3061670026045	11.4964965829596	19.5110814688124	6.92402261784694	213.204887365012	5.57495149582959	0.435261087863629	360.358276623117	8.5251491656774e-78	7.81543049763475e-75
ENSMUSG00000051920	Rspo2	chr15:43020793-43170826	755.877317914276	759.070496117955	60.5230159005509	43.6418611292277	45.7399490714531	31.9347127304433	13.8203493737421	9.23203015712926	214.979966549347	3.83976028084599	0.340284430219098	341.089992784562	1.26733492521796e-73	1.09348639312335e-70
ENSMUSG00000038692	Hoxb4	chr11:96318266-96321638	401.789156852492	423.282301573563	13.8150362381692	11.9023257625167	9.14798981429063	7.6643310553064	3.25184691146873	4.61601507856463	109.433625410796	4.98284013417917	0.438157229505909	340.594791873761	1.62221817337971e-73	1.32192756484075e-70
ENSMUSG00000041324	Inhba	chr13:16011850-16031621	0	0	0.657858868484249	2.64496128055926	58.2144806363949	33.2121012396611	575.576903329965	530.841734034932	150.14350492375	-2.81595074352153	1.70988283182242	339.884195847973	2.31186439029901e-73	1.78475930931083e-70
ENSMUSG00000029755	Dlx5	chr6:6877804-6882085	7.33861473703181	7.09411678614911	244.723499076141	302.848066624035	686.099236071797	456.027697790731	1663.31969521625	1417.11662911934	598.070944427685	-5.23921625745967	0.491787391095215	318.142091236484	1.1774216087084e-68	8.6352100782674e-66
ENSMUSG00000028864	Hgf	chr5:16553549-16620152	748.538703177245	772.076376892561	20.3936249230117	42.3193804889481	8.31635437662784	12.7738850921773	6.50369382293745	10.3860339267704	202.663506587535	4.65464813450006	0.424757202039835	317.748463119547	1.43264998787051e-68	1.00067190581355e-65
ENSMUSG00000024619	Cdx1	chr18:61018861-61036199	1007.22487265762	757.888143320263	51.3129917417714	21.1596902444741	7.48471893896506	8.94171956452413	7.31665555080464	8.0780263874881	233.675852300738	4.55793860370478	0.44389587547911	302.68578531263	2.60903964392994e-65	1.73951788623474e-62
ENSMUSG00000028883	Sema3a	chr5:13396783-13602565	4171.08515116045	6265.28747496735	399.320333169939	342.522485832424	403.34318726645	439.4216471709	664.189731667488	534.303745343856	1652.43421957236	3.81163431742126	0.280510803597623	292.682964415198	3.81343981207244e-63	2.43197978971646e-60
ENSMUSG00000005503	Evx1	chr6:52313497-52318378	12.8425757898057	14.1882335722982	1450.57880500777	1282.80622107124	784.232217716006	1039.79424650323	563.382477411957	416.595360840458	695.552517239096	-6.66666721166867	0.397722088734244	292.077895608624	5.15536696066561e-63	3.15078844079346e-60
ENSMUSG00000022371	Col14a1	chr15:55307749-55520803	985.20902844652	809.91166641869	2.631435473937	3.96744192083889	4.15817718831392	2.55477701843547	43.8999333048278	13.8480452356939	233.272563125907	8.16339655460132	0.7216206816598	286.837712736246	7.01853553963511e-62	4.11791517181471e-59
ENSMUSG00000019647	Sema6a	chr18:47235597-47368868	226.579730005857	293.223493827496	452.606901517163	506.510085227098	1437.89767171895	1149.64965829596	4372.92113419757	3653.5759346839	1511.62057618425	-0.884795684509124	0.257640304098417	279.664481518938	2.50283852894217e-60	1.41198598240476e-57
ENSMUSG00000001661	Hoxc6	chr15:103009572-103011881	699.00305370228	701.13520903107	61.1808747690351	23.8046515250333	5.82144806363949	3.8321655276532	2.43888518360155	1.15400376964116	187.296286446494	4.00167702493902	0.470931221551022	273.636727592538	5.04249349417223e-59	2.73938128046364e-56
ENSMUSG00000030905	Crym	chr7:120186379-120202111	808.164947915628	637.288157955728	42.1029675829919	31.7395353667111	16.6327087532557	3.8321655276532	18.6981197409452	16.1560527749762	196.826831952236	4.2733073840866	0.423623538914006	268.024451448806	8.2578789329942e-58	4.32594886389853e-55
ENSMUSG00000063415	Cyp26b1	chr6:84571413-84593908	570.577295804223	448.111710325085	18266.1093423337	16094.5893922031	9207.86756580235	12400.8876474858	11375.7734580455	8871.98098100122	9654.4871741251	-5.0747477429239	0.267004774136489	262.394188397436	1.36423402914264e-56	6.90020163429799e-54
ENSMUSG00000063972	Nr6a1	chr2:38723369-38927688	1910.79181215466	3142.69373626406	46.7079796623817	84.6387609778962	13.3061670026045	44.7085978226207	17.0721962852108	21.926071623182	660.230665224076	5.28203577013374	0.506976615526226	250.929228916203	4.11951861942041e-54	2.01416997032195e-51
ENSMUSG00000023232	Serinc2	chr4:130253494-130279205	22.0158442110954	17.7352919653728	703.251130409662	933.671332037418	2994.71921102369	1831.77512221823	4399.74887121719	2725.75690389241	1703.58421337188	-5.35354355794203	0.428776604220469	243.873744418966	1.38287152653555e-52	6.54321275845916e-50
ENSMUSG00000018973	Hoxb1	chr11:96365751-96368256	207.315866321149	274.305849064432	0	0	0	0	0	0	60.2027144231976	10.454069828858	1.53731101142453	242.285694096571	3.04940756886437e-52	1.3977721943782e-49
ENSMUSG00000032243	Itga11	chr9:62677825-62783982	18.3465368425795	21.2823503584473	301.299361765786	440.386053213116	1165.95288360322	823.915588445438	1459.26630152159	1246.32407121245	684.596643370329	-4.22839631134593	0.388703749279307	239.186204980868	1.42721074112732e-51	6.34373550025927e-49
ENSMUSG00000021994	Wnt5a	chr14:28504749-28527448	1289.76154003334	1570.16451533434	9105.42459869049	10664.4838832149	10840.3679299344	12550.3421030642	21748.3521439028	18632.5448646261	10800.1801973501	-2.7896361063098	0.222812569150458	237.755623901529	2.90966483425042e-51	1.25526364084662e-48
ENSMUSG00000022464	Slc38a4	chr15:96994819-97055956	6096.55419278918	6417.81098586956	2287.37528571973	2057.7798762751	1139.34054959801	1357.86398529845	1117.00941408951	1077.83952084484	2693.94672631055	1.52541601483756	0.193053647862633	230.85379187349	9.04094399370833e-50	3.7889304714204e-47
ENSMUSG00000056427	Slit3	chr11:35121223-35708507	443.986191590424	406.729362405882	4024.12269851815	3496.63881289934	2848.35137399504	2640.36204855305	2207.1910911594	2021.81460441131	2261.14952294157	-3.14364638512069	0.197743650479728	226.765514593108	6.92030744785753e-49	2.81964082347706e-46
ENSMUSG00000024899	Papss2	chr19:32620004-32667187	38.527727369417	22.4647031561388	209.199120177991	275.075973178163	780.074040527692	569.715275111109	1696.65112605881	1352.49241801944	618.025047949844	-2.96384983807574	0.370346548000843	226.143600555892	9.43150830040723e-49	3.73895577703711e-46
ENSMUSG00000025927	Tfap2b	chr1:19208913-19238576	6.42128789490283	2.36470559538304	2295.92745101003	4866.72875622903	2919.87202163404	5108.27664836171	6269.56084531171	4967.98622830518	3304.64224304275	-9.61125337251898	0.649729184057891	224.909563868266	1.74329555662745e-48	6.72912084858196e-46
ENSMUSG00000048251	Bcl11b	chr12:107910402-108003602	20.1811905268375	16.5529391676813	274.327148157932	267.141089336485	395.858468327485	415.151265495763	439.812294776145	490.451602097492	289.934499735728	-3.87012436729145	0.339019728938731	224.221352070704	2.45558339073602e-48	9.23551209623485e-46
ENSMUSG00000046480	Scn4b	chr9:45138394-45154152	522.876300013516	634.923452360345	149.991822014409	112.410854423768	47.4032199467787	58.7598714240157	15.4462728294765	20.7720678535408	195.322982608231	2.13102853195247	0.322050690415122	219.36724626691	2.75106003918265e-47	1.00881371636828e-44
ENSMUSG00000033676	Gabrb3	chr7:57419691-57828802	288.040628428499	331.058783353625	34.8665200296652	30.4170547264315	16.6327087532557	14.0512736013951	4.87777036720309	6.92402261784694	90.8585952347401	3.23337890433119	0.391536476510005	219.001424367498	3.30048775059455e-47	1.18076961770051e-44
ENSMUSG00000015627	Gata5	chr2:180325132-180334699	207.315866321149	196.270564416792	0.657858868484249	0	0	1.27738850921773	0.812961727867182	0	50.7918299804387	8.80681849287488	1.42244743813527	218.849357248554	3.55999680310499e-47	1.24328650257009e-44
ENSMUSG00000026208	Des	chr1:75360328-75368579	545.809471066741	354.705839307455	34.2086611611809	17.1922483236352	8.31635437662784	3.8321655276532	3.25184691146873	3.46201130892347	121.347324747961	4.08840761812386	0.495618736052453	216.805016782905	9.8481121348641e-47	3.35935136730667e-44
ENSMUSG00000029754	Dlx6	chr6:6863333-6868568	0	2.36470559538304	26.31435473937	37.0294579278296	185.454702598801	107.30063477429	471.517802162965	528.53372649565	169.814423036786	-4.89893442304233	1.1013651493329	215.102496922567	2.2980219700308e-46	7.66076960372993e-44
ENSMUSG00000043557	Mdga1	chr17:29827955-29970087	61.4608984226414	41.3823479192031	466.421937755332	484.027914342344	938.916409121284	783.03915615047	941.409680870197	890.890910162973	575.943656843056	-3.19259479735811	0.283817180154994	215.032505442621	2.37948303656092e-46	7.75605715117237e-44
ENSMUSG00000034330	Plcg2	chr8:117498290-117635142	1333.79322845553	1346.69983657064	290.115761001554	216.886825005859	211.235401166347	183.943945327354	141.45534064889	110.784361885551	479.364337507716	2.3947401357957	0.265023240495242	214.93195711238	2.50158795145284e-46	7.9768026243283e-44
ENSMUSG00000031673	Cdh11	chr8:102632094-102785642	3450.98358008921	3117.86432751253	13792.0111777723	13293.5753960908	17609.8803925095	15987.7945813691	19303.7762282062	19173.7726325878	13216.2072895172	-2.0436519413802	0.171311093825672	214.467247573792	3.15253909801231e-46	9.83860499779672e-44
ENSMUSG00000027358	Bmp2	chr2:133552158-133562885	22.9331710532244	37.8352895261286	198.673378282243	243.336437811452	652.833818565286	619.533426970601	1138.95938074192	838.960740529121	469.133205434997	-2.87872155325424	0.352622716395657	212.02172995724	1.06470824461322e-45	3.2535709441639e-43
ENSMUSG00000049907	Rasl11b	chr5:74195285-74199481	125.67377737167	151.341158104514	348.007341428168	413.936440407524	854.089594479679	720.447119198801	1534.05878048537	1554.44307770664	712.749661147796	-1.45968282183519	0.247352541897318	210.146726452858	2.70689621027875e-45	8.10301094129975e-43
ENSMUSG00000032394	Igdcc3	chr9:65141188-65185872	24739.3876053764	22424.5031610173	14473.552965522	6429.90087303955	137.219847214359	509.678015177876	34.1443925704216	36.928120628517	8598.1643725683	1.17382571861102	0.548488204833236	206.732083283191	1.48056755034164e-44	4.34339296568223e-42
ENSMUSG00000060044	Tmem26	chr10:68723745-68782650	72.4688205281891	61.4823454799589	240.776345865235	331.942640710187	957.212388749865	735.775781309414	1500.72734964282	1277.48217299276	647.233480659803	-2.08495742971514	0.309694655263152	205.318007349603	2.99236630658574e-44	8.60628019313718e-42
ENSMUSG00000018474	Chd3	chr11:69343272-69369406	621.947598963446	780.352846476402	5659.55984556999	6961.53809043196	14297.4764442986	9393.91509678721	16615.3117941495	20551.6531335394	9360.21935627706	-3.17051467259129	0.29211976186432	203.931968139647	5.96393156223872e-44	1.68228746451765e-41
ENSMUSG00000043342	Hoxd9	chr2:74697726-74700208	4183.92772695026	4192.62302061412	1631.48999384094	1159.81552152523	303.546934746916	431.757316115594	169.909001124241	264.266863247825	1542.16704727064	1.58422237771253	0.31721434910142	203.859689179061	6.18232163915241e-44	1.71098667552995e-41
ENSMUSG00000067860	Zic3	chrX:58022699-58041736	44.9490152643198	54.3882286938098	1872.92419857466	1996.94576682224	1060.33518302005	1779.4021933403	991.000346270095	1103.22760377695	1112.8965669703	-5.28936964071033	0.334019904800476	203.63617353936	6.90957745995623e-44	1.87684596634515e-41
ENSMUSG00000017491	Rarb	chr14:16430838-16819156	1343.88382371895	1171.71162251229	7.89430642181099	7.93488384167777	19.9592505039068	15.3286621106128	158.5275369341	46.1601507856463	346.425029603625	7.31288661203749	0.610400082992082	203.176695103038	8.6844076244312e-44	2.31605256427558e-41
ENSMUSG00000026394	Atp6v1g3	chr1:138273737-138289462	0	0	38.8136732405707	60.8341094528629	428.292250396334	292.521968610861	356.890198533693	570.077862202732	218.428757804632	-8.0008312949425	1.50514125453885	202.974592697539	9.6031159060343e-44	2.51533043053056e-41
ENSMUSG00000069171	Nr2f1	chr13:78188972-78199757	960.441203709038	981.35282208396	22.3672015284645	22.4821708847537	94.8064398935574	58.7598714240157	60.9721295900386	120.01639204268	290.149778894564	5.43661123864937	0.434779553084703	202.716072548326	1.0921317914717e-43	2.81041914338718e-41
ENSMUSG00000075334	Rprm	chr2:54084092-54085552	5.50396105277386	4.72941119076607	48.0236973993502	84.6387609778962	943.074586309597	481.575467975085	977.179996896353	777.79854073814	415.315552817495	-3.66593104152476	0.631187467162445	200.112085518648	3.98973166040044e-43	1.00898937921989e-40
ENSMUSG00000025216	Lbx1	chr19:45232683-45235812	592.593140015319	243.564676324453	1.97357660545275	6.61240320139814	1.66327087532557	0	0	0	105.800883377743	6.76956016088232	0.793045719873996	197.432485115871	1.51325873145024e-42	3.76211509710374e-40
ENSMUSG00000075588	Hoxb2	chr11:96351630-96354012	676.069882649055	605.364632418057	37.4979555036022	35.70697728755	13.3061670026045	34.4894897488788	28.4536604753514	16.1560527749762	180.880602232509	4.12690951595752	0.443903205189952	196.410668282781	2.51583641185699e-42	6.15038141485306e-40
ENSMUSG00000000861	Bcl11a	chr11:24078055-24174123	168.788138951732	95.770576613013	1795.29685209352	2213.8325918281	3228.40876900693	2973.76044945888	3623.37042110403	3175.81837405246	2159.38077163858	-3.91278613348364	0.303847830047006	195.707124723454	3.57012607150223e-42	8.58469003554011e-40
ENSMUSG00000029844	Hoxa1	chr6:52155589-52158317	385.27727369417	522.599936579651	16.4464717121062	5.28992256111851	4.15817718831392	10.2191080737419	6.50369382293745	2.30800753928231	119.100323896415	5.28459318411115	0.581527428154427	195.317640205077	4.33342032432314e-42	1.02520337608342e-39
ENSMUSG00000036030	Prtg	chr9:72806873-72917291	4936.13573749602	7786.97552559634	543.39142536799	502.542643306259	40.7501364454764	126.461462412556	8.942579006539	33.4661093195936	1747.33320236885	3.60430661411507	0.558652066781162	193.359560835291	1.14777461827142e-41	2.67231080965163e-39
ENSMUSG00000001819	Hoxd13	chr2:74668309-74671599	194.473290531343	160.799980486046	7643.66219291849	14449.4234756952	17188.2412256144	19615.5779475475	11323.743907462	19724.2324307067	11287.5193063702	-5.95696514224093	0.386889031271155	192.95836290693	1.40129385082718e-41	3.21159034436453e-39
ENSMUSG00000030208	Emp1	chr6:135362544-135383173	449.490152643198	436.28818234817	641.412396772143	788.198461606659	2334.40067351944	2077.03371598803	3703.04067043501	2923.09154850105	1669.11947522671	-0.687767030043622	0.237081688319146	186.531596885326	3.42613502188307e-40	7.7314690001509e-38
ENSMUSG00000026640	Plxna2	chr1:194619824-194816869	1405.34472214159	1762.88802135805	438.791865278994	362.359695436618	175.475077346847	238.871651223716	179.664541858647	192.718629530073	594.514275521818	1.97995530306838	0.269604555934103	184.198235399172	1.09340999318765e-39	2.43002087576917e-37
ENSMUSG00000072825	Cep170b	chr12:112720454-112746592	190.803983162827	159.617627688355	1480.84031295804	1392.57211421445	2304.46179776358	1693.81716322271	2751.06248710254	2244.53733195205	1527.21410225807	-3.03326180301328	0.264506819340895	183.492389041743	1.55321239538642e-39	3.40037603216836e-37
ENSMUSG00000027820	Mme	chr3:63241536-63386030	82.5594157916078	69.7588150637996	486.815562678344	522.379852910453	1265.74913612276	852.018135648228	1492.59773236415	1996.4265214792	846.038146507317	-2.72336155124532	0.316384467983313	182.532134120093	2.50391997421687e-39	5.40110267379604e-37
ENSMUSG00000031654	Cbln1	chr8:87468404-87472609	28.4371321059983	30.7411727399795	1313.74416036305	1444.14885918535	1059.50354758239	1241.62163095964	243.075556632287	480.065568170721	730.167203467426	-5.54479588942743	0.394912935701233	180.594419385337	6.56292538846236e-39	1.39514477678211e-36
ENSMUSG00000015222	Map2	chr1:66175272-66442583	111.913874739735	121.782338162226	451.291183780195	495.930240104861	978.834910129097	961.873547440953	1790.14172476353	1257.86410890886	771.203991003683	-2.01935321916066	0.271894623028094	180.554917593816	6.69311346299902e-39	1.40249411821814e-36
ENSMUSG00000038721	Hoxb7	chr11:96286622-96290162	272.446072112306	242.382323526761	13.157177369685	10.579845122237	16.6327087532557	14.0512736013951	18.6981197409452	16.1560527749762	75.5129466251952	4.4099211353217	0.461099316928724	180.16995310599	8.10520011075486e-39	1.67446584823313e-36
ENSMUSG00000046743	Fat4	chr3:38886939-39011985	206.39853947902	232.923501145229	847.980081476197	1136.0108700002	3256.68437388746	2042.54422623916	4016.03093566388	4183.2636649492	1990.22952410504	-2.17453816611386	0.304201174810486	177.242225278708	3.47530831790771e-38	7.07997533431532e-36
ENSMUSG00000035305	Ror1	chr4:100095790-100444765	879.716441601688	840.652839158669	51.9708506102557	23.8046515250333	19.9592505039068	12.7738850921773	147.959034471827	79.6262601052399	257.0579016336	4.46506245367528	0.458186378755621	175.424923420182	8.5783238383998e-38	1.72365553509107e-35
ENSMUSG00000053007	Creb5	chr6:53287269-53700376	22.0158442110954	39.0176423238201	6.57858868484249	10.579845122237	305.210205622242	98.3589152097654	1210.50001279423	1767.93377509025	432.524353632311	1.87510552145255	0.652353196990785	173.593676546268	2.13206098940564e-37	4.22609062062188e-35
ENSMUSG00000042448	Hoxd1	chr2:74762979-74765142	143.10298737212	208.094092393707	3.94715321090549	3.96744192083889	0	0	0	1.15400376964116	45.0332098334016	5.47106550706002	0.740235237015233	172.118952197681	4.43813405404922e-37	8.67980670730585e-35
ENSMUSG00000025969	Nrp2	chr1:62703284-62818695	2279.55720269051	1684.85273671041	16253.0612047719	17196.215765556	10320.5957813952	11390.4733366945	9497.83186667228	9099.31972362053	9715.23845226391	-3.07614670762017	0.220150616346518	168.931808738131	2.16405344009109e-36	4.1766231393758e-34
ENSMUSG00000052516	Robo2	chr16:73891838-74411534	165.118831583216	178.535272451419	622.334489586099	654.627916938416	2257.0585778168	1027.02036141106	5155.80327813367	5160.70485783526	1902.65044821949	-1.89402782586361	0.368825550754726	168.821275295932	2.2862806441983e-36	4.35521616741567e-34
ENSMUSG00000071192	Wfikkn1	chr17:25877629-25880305	443.986191590424	250.658793110602	10.525741895748	10.579845122237	13.3061670026045	15.3286621106128	2.43888518360155	9.23203015712926	94.5070395216199	5.04250717081675	0.569347440069426	168.329189568034	2.91983369126323e-36	5.49078469018578e-34
ENSMUSG00000001911	Nfix	chr8:84704711-84800344	5.50396105277386	3.54705839307455	37.4979555036022	31.7395353667111	392.531926576834	145.622290050822	3173.80258559348	1023.60134367171	601.730832026125	-2.91854144962091	0.77477337384682	166.367587715406	7.74103583584967e-36	1.43728498278789e-33
ENSMUSG00000027570	Col9a3	chr2:180597789-180622189	11.0079221055477	13.0058807746067	29.6036490817912	39.6744192083889	368.414498884613	113.687577320378	1641.36972856384	1163.23579979829	422.499934467182	-1.52133091228594	0.610694957130835	166.167352362024	8.5510847957965e-36	1.56784139730929e-33
ENSMUSG00000031737	Irx5	chr8:92357624-92376286	404.541137378878	436.28818234817	5.92072981635824	0	1.66327087532557	0	43.8999333048278	16.1560527749762	113.558663312317	6.86994116805279	0.770980330524578	162.308889119299	5.81882355697884e-35	1.05370992510822e-32
ENSMUSG00000059325	Hopx	chr5:77086987-77115121	194.473290531343	245.929381919836	8.55216529029524	5.28992256111851	5.82144806363949	1.27738850921773	4.87777036720309	2.30800753928231	58.5661718477419	4.93015824994492	0.61572288809426	161.939840825331	6.99012104632551e-35	1.25037921350613e-32
ENSMUSG00000031302	Nlgn3	chrX:101299167-101325963	8.25594157916079	9.45882238153215	105.915277825964	121.668218905726	273.608058991056	199.272607437966	442.251179959747	345.047127122706	188.184654275482	-3.6870190823614	0.47968225517232	161.505602198089	8.67366087919506e-35	1.53283443103654e-32
ENSMUSG00000039410	Prdm16	chr4:154316124-154636873	715.514936860601	604.182279620366	2323.55752348637	2141.09615661272	4976.5064589741	3701.87189971299	5436.27507424784	6367.79280087991	3283.34964129936	-1.7578150230486	0.24351444751085	160.682055388802	1.30598076730121e-34	2.2804911779493e-32
ENSMUSG00000026712	Mrc1	chr2:14229391-14332057	6.42128789490283	7.09411678614911	171.701164674389	215.564344365579	306.873476497567	278.470695009466	522.734391018598	335.815096965577	230.584321651529	-4.84251538959717	0.523039680745245	159.647754498573	2.1834702302813e-34	3.76789898091366e-32
ENSMUSG00000001493	Meox1	chr11:101877509-101894374	412.797078958039	269.576437873666	11.1836007642322	9.2573644819574	26.6123340052091	22.9929931659192	39.8351246654919	25.3880829321055	102.205377105828	5.03740600766671	0.505039463639007	157.319682738819	6.94274593086411e-34	1.18414182923157e-31
ENSMUSG00000024900	Cpt1a	chr19:3323300-3385732	46.7836689485778	35.4705839307455	407.21463959175	374.262021199135	683.604329758809	493.071964558045	1053.59839931587	776.644536968499	483.831268033929	-3.23971599156213	0.338673231891513	157.258553363191	7.15685153604741e-34	1.20662871644533e-31
ENSMUSG00000035403	Crb2	chr2:37776248-37799103	839.354060548013	664.482272302633	200.646954887696	215.564344365579	163.000545781906	176.279614272047	48.7777036720309	71.5482337177517	297.456716193457	1.85605938468976	0.28612608720756	156.150857256704	1.24090757382966e-33	2.06836730601517e-31
ENSMUSG00000017978	Cadps2	chr6:23262772-23839421	16.5118831583216	8.27646958384063	77.6273464811414	103.153489941811	297.725486683277	200.549995947184	588.58429097584	478.91156440108	221.417565896562	-2.82062028288749	0.467243651088517	155.930916478904	1.38419331415969e-33	2.2812750036061e-31
ENSMUSG00000052534	Pbx1	chr1:168119363-168432270	7393.65434755955	8297.75193419907	1760.43033206385	1467.95351071039	1110.23330927982	1094.7219523996	2329.94831206734	1565.98311540305	3127.58460171033	2.28022590301744	0.260042535407586	154.847603807367	2.37104803689619e-33	3.86428140057703e-31
ENSMUSG00000022346	Myc	chr15:61985390-61990374	1613.57791530487	2232.28208204159	315.772256872439	252.593802293409	82.3319083286157	112.410188811161	173.16084803571	77.3182525659575	607.430906781718	2.75582825946129	0.401068714076064	154.76990668742	2.46436178299352e-33	3.97222622340099e-31
ENSMUSG00000032852	Rspo4	chr2:151842926-151874668	2539.16069901301	2000.54093369405	1370.32002305269	703.559700628762	203.750682227382	240.149039732934	135.764608553819	110.784361885551	913.003756098524	1.12799265544845	0.354977988551738	153.835186464425	3.92082709643718e-33	6.25116215766745e-31
ENSMUSG00000058297	Spock2	chr10:60106218-60135198	54.1222836856096	48.4764647053522	316.430115740924	326.652718149068	888.186647423854	555.664001509714	864.991278450681	837.80673675948	486.541280803085	-2.64405162459551	0.327677608102781	152.64178453374	7.09336251145846e-33	1.11876818621584e-30
ENSMUSG00000039252	Lgi2	chr5:52533516-52566462	521.041646329258	799.270491239466	47.3658385308659	62.1565900931425	81.5002728909529	120.074519866467	44.712895032695	53.0841734034932	216.150803423293	3.6059821869156	0.380176662315566	152.442774430471	7.83045500224264e-33	1.22188419120101e-30
ENSMUSG00000033308	Dpyd	chr3:118562128-119432924	1.83465368425795	3.54705839307455	48.6815562678344	43.6418611292277	66.5308350130228	57.482482914798	236.57186280935	216.952708692538	84.4053773630129	-4.15988116396495	0.742119695649291	149.973699200531	2.66956192484722e-32	4.12180361196411e-30
ENSMUSG00000028626	Col9a2	chr4:121039384-121055322	6.42128789490283	2.36470559538304	13.157177369685	6.61240320139814	81.5002728909529	28.1025472027901	629.232377369199	450.061470160051	152.181530210545	-1.1826344399589	0.786742272498676	149.6524624504	3.13138271678027e-32	4.78449184268052e-30
