gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	ECT105_R1	ECT105_R2	ECT115_R1	ECT115_R2	ECT125_R1	ECT125_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000033032	Afap1l1	chr18:61730260-61786702	313.945852409097	328.740938656896	702.049053457817	694.161563034033	1519.02953768991	1527.94028805892	2513.24660845533	2135.18569134898	1216.78744163887	-1.11732595042202	0.193935909362398	244.289395671613	1.12432302010704e-52	8.01473664883306e-50
ENSMUSG00000025064	Col17a1	chr19:47646343-47692094	616.56376169003	365.267709618773	1733.60388871097	1848.37129008179	8939.02841975892	5508.49342071938	19268.6899319003	16834.2963345089	6889.28934462363	-1.87245291079885	0.324792450137595	240.715819466074	6.66360731515434e-52	4.52395473772169e-49
ENSMUSG00000000861	Bcl11a	chr11:24078055-24174123	84.1504346663558	83.0984039382709	765.260366700188	892.493438186614	1553.80172719192	1149.75732359576	2068.74581786089	1701.84166823575	1037.39364754697	-3.31077011972548	0.27490098977621	238.984816861264	1.5777477965897e-51	1.02245228799906e-48
ENSMUSG00000042190	Cmklr1	chr5:113612353-113650426	401.332842254928	384.444264373759	52.451940775584	28.6252190941869	17.3860947510078	16.2223255533794	4.19340368485316	5.08619745438061	113.71778599276	3.29445712772266	0.412256107532529	232.082148284481	4.90480905348098e-50	3.04034185545558e-47
ENSMUSG00000024421	Lama3	chr18:12333818-12583013	21.0376086665889	7.30535419237546	95.4894306427299	101.210596083018	590.483292099044	317.349243637984	1829.72180782426	1431.2559636627	549.231662101088	-2.91330694689378	0.504951169648852	228.539788577118	2.86104322011859e-49	1.69957888288462e-46
ENSMUSG00000040055	Gjb6	chr14:57123302-57133611	21.0376086665889	11.8712005626101	61.8663916840222	76.6746940022865	149.391628971623	271.723953019104	1462.10008478547	999.946419531227	381.826497652866	-2.13952621692425	0.490723272286131	222.121010991207	6.98573920591733e-48	3.98382735435054e-45
ENSMUSG00000024619	Cdx1	chr18:61018861-61036199	514.61227353656	446.53977500895	64.5562348007188	22.491243574004	4.50750604655759	2.02779069417242	0	0	131.84185295762	3.48145915125442	0.541446420047355	215.977673426471	1.48657096772561e-46	8.15155472571694e-44
ENSMUSG00000015533	Itga2	chr13:114833080-114932100	33.9838293844898	31.9609245916426	231.326508035909	301.587129742327	491.318159074777	419.752673693691	763.199470643276	900.256949425367	396.673205573935	-3.02481980510055	0.32526832981147	214.230145819711	3.54738631430833e-46	1.8731513586331e-43
ENSMUSG00000051397	Tacstd2	chr6:67534061-67535796	134.317039948222	94.969604500881	1788.74567260325	1466.02014932372	1627.20968280729	1755.05284580623	2709.63768102929	2000.91007855333	1447.10784432153	-3.84506124598634	0.278838653182845	209.15941864334	4.42435317891189e-45	2.25278583113382e-42
ENSMUSG00000021508	Cxcl14	chr13:56288642-56296551	653.784146253995	699.48766391995	3019.34889849195	2003.76533659309	6584.82240458541	5424.34010691122	23426.4496854322	13637.1126146853	6931.13885710914	-1.89124650414222	0.322077109308847	204.077682909905	5.54682793628427e-44	2.72693537543465e-41
ENSMUSG00000059898	Dsc3	chr18:19960929-20002351	6.47311035895044	7.30535419237546	80.6952935008985	81.7863402691056	361.888342595052	304.168604125863	1722.09111324637	711.050404122409	409.432320301377	-3.54340342054163	0.60513071696186	198.273562338627	9.95839838314357e-43	4.7325628582826e-40
ENSMUSG00000006205	Htra1	chr7:130936202-130985660	42.0752173331779	35.6136016878304	205.772998427291	155.394046511301	442.379521997866	362.974534256863	1717.89770956151	1006.04985647648	496.019685781541	-2.22687543715899	0.38337576173476	194.788876672218	5.63725454540217e-42	2.59259155012254e-39
ENSMUSG00000022636	Alcam	chr16:52248995-52454074	532.413327023674	424.623712431824	866.129483576311	1150.1204100343	2475.90867843056	1870.63691537406	5254.33481712101	5019.05964798278	2199.15337399681	-1.07980063051629	0.256297220441897	193.256401936055	1.20821044787122e-41	5.38295511103125e-39
ENSMUSG00000007379	Dennd2c	chr3:103102603-103169769	6.47311035895044	10.0448620145163	151.976136093359	245.359020807317	248.55676199589	397.446976057794	858.249954166614	879.912159607845	349.752372637786	-4.53164619717231	0.521813860024341	186.973696112191	2.7498720113454e-40	1.1880280383561e-37
ENSMUSG00000039579	Grin3a	chr4:49661610-49845549	9.70966553842567	5.4790156442816	20.1738233752246	20.4465850672764	121.058733821832	106.459011444052	315.903077592272	276.689141518305	109.489881750209	-1.51016327065324	0.580242251366963	186.212667962238	4.01505355029509e-40	1.68360642548698e-37
ENSMUSG00000049690	Nckap5	chr1:125913619-126830799	24.2741638460642	27.395078221408	59.1765485673256	83.8309987758332	266.58678618212	333.571569191363	491.327131741962	595.085102162531	235.155922336076	-1.46529615703035	0.386706468450619	185.009797308266	7.30296235736405e-40	2.97480955225541e-37
ENSMUSG00000031910	Has3	chr8:106870241-106884566	105.188043332945	93.1432659527871	519.139721522447	707.451843327763	1047.67319110703	1251.14685830438	1201.41015571043	1147.44614570826	759.074903120756	-2.63854880258902	0.267089355830086	183.672883980487	1.41986834211394e-39	5.62307304264401e-37
ENSMUSG00000014813	Stc1	chr14:69029237-69041804	407.805952613878	466.629499037983	41.6925683087976	52.1387919215548	30.9086128906806	28.3890697184139	61.5032540445131	42.7240586167971	141.473975894077	3.21411001622091	0.353390318980892	183.607942091282	1.46647296171632e-39	5.6506770311323e-37
ENSMUSG00000026413	Pkp1	chr1:135871394-135919207	103.569765743207	142.454406751321	660.35648514902	871.024523865974	1072.78643908071	1300.82773031161	2481.79608081893	1949.03086451865	1072.73078702993	-2.62457245620986	0.287777118207102	183.316771628145	1.69496208713079e-39	6.35923012532203e-37
ENSMUSG00000049436	Upk1b	chr16:38773183-38800328	9.70966553842567	4.56584637023466	115.663254017955	136.992119950752	264.654997876453	360.946743562691	710.781924582611	473.016363257396	259.541364394565	-4.26534556720197	0.558313645251388	182.057387429742	3.1706694677752e-39	1.15908293851464e-36
ENSMUSG00000020019	Ntn4	chr10:93640680-93747207	67.9676587689797	64.8350184573322	133.147234276483	161.528022031483	321.964717611256	299.099127390432	642.289664396676	636.791921288452	290.952920527637	-1.15881323706418	0.277793423437921	178.437442002402	1.91822073440297e-38	6.83701825259579e-36
ENSMUSG00000039115	Itga9	chr9:118606689-118901003	993.622440098893	895.819057840041	395.406938154403	280.118215421687	185.451677344084	179.459476434259	95.7493841374806	84.4308777427181	388.757258396696	1.48650598729362	0.2599741825827	176.500641767958	5.02488150892407e-38	1.74731062616416e-35
ENSMUSG00000032291	Crabp1	chr9:54764747-54773110	2841.69544757924	2139.55560909196	2352.26780555119	1607.10158628792	613.664751767055	618.476161722588	248.808618634621	220.740969520118	1330.28886876934	0.331038621564676	0.265294435589326	171.879366356783	4.99950264876148e-37	1.69709307769982e-34
ENSMUSG00000091243	Vgll3	chr16:65815256-65866368	11.3279431281633	19.1765547549856	248.810488294437	223.890106486676	244.693185384555	366.016220298122	654.869875451236	582.878228272017	293.957825258774	-3.88707782316467	0.415356297255719	170.932615981463	8.00433742725461e-37	2.65390322558998e-34
ENSMUSG00000054889	Dsp	chr13:38151293-38198577	5091.10129731452	4118.39342595167	11352.4828740181	10317.3468249477	14984.2379576279	15219.5830551111	24632.0532448275	23972.2658419867	13710.9330652231	-1.23516454341511	0.181198503584005	167.639426270997	4.11393200927255e-36	1.33300746945906e-33
ENSMUSG00000041708	Mpped1	chr15:83779466-83858484	58.257993230554	54.790156442816	330.850703353684	301.587129742327	495.181735686112	534.322847914433	807.929109948376	619.498849943558	400.302315782732	-2.48850396692913	0.286771629304713	167.314592694025	4.83478976417229e-36	1.53176883706232e-33
ENSMUSG00000025650	Col7a1	chr9:108953585-108984875	56.6397156408164	62.0955106351914	239.396037385999	588.86164993756	928.546245590863	1019.97871916873	2967.53200764776	2755.70178078341	1077.34395834879	-2.8012751989557	0.40793698632275	166.663252736264	6.68308910878079e-36	2.07132177008451e-33
ENSMUSG00000024501	Dpysl3	chr18:43320978-43438286	563.160601228689	555.206918620535	587.730720998211	607.263576498109	1479.74984214133	1205.5215676855	3191.18020417326	2547.16768515381	1342.12263956243	-0.0961516227452848	0.221878601519955	164.577387895288	1.88458029544485e-35	5.71669388769303e-33
ENSMUSG00000048251	Bcl11b	chr12:107910402-108003602	176.3922572814	179.894346987246	1456.55004769122	1587.67733047401	1516.45381994902	2405.97365863558	2305.6731260551	2297.94400988916	1490.81982462034	-3.0944503420146	0.273707515328974	163.719578472242	2.88645241173959e-35	8.57336500711903e-33
ENSMUSG00000025927	Tfap2b	chr1:19208913-19238576	296.144798921983	475.761191778452	1054.41850174507	1607.10158628792	2782.41908959648	2217.38912407754	6380.26370650409	7530.62395095592	2793.01524373343	-1.780383349384	0.317567246219353	162.608231613928	5.01451650634735e-35	1.45901962920396e-32
ENSMUSG00000022512	Cldn1	chr16:26356641-26371841	108.42459851242	94.0564352268341	488.206525680436	542.856833536188	495.825665121335	642.809650052657	1256.62330422766	1045.72219662065	584.315651122273	-2.35811400738968	0.26814898837699	159.4962962212	2.35414089677413e-34	6.71259735306175e-32
ENSMUSG00000039238	Zfp750	chr11:121510977-121519333	14.5644983076385	9.13169274046933	563.522132947941	512.186955935274	311.661846647696	562.711917632847	782.069787225115	621.53332892531	422.172770045286	-5.5667292259822	0.478999766547004	158.724203353139	3.45501205461033e-34	9.65845232599597e-32
ENSMUSG00000034226	Rhov	chr2:119269200-119271272	12.9462207179009	3.65267709618773	494.931133472178	493.785029374725	294.919681331911	519.11441770814	594.065522020865	594.067862671655	375.935318049195	-6.07491825300338	0.542014345549671	158.592083089609	3.68944065383519e-34	1.01154529618708e-31
ENSMUSG00000037605	Adgrl3	chr5:81021201-81796645	71.2042139484549	46.5716329763936	360.438977637347	416.088006119075	526.734278012015	463.350173618398	778.575284154404	726.30899648555	423.658945368955	-2.75958598830794	0.290522275659977	157.323936434717	6.92808794972913e-34	1.86365565847714e-31
ENSMUSG00000021065	Fut8	chr12:77238124-77476338	1780.10534871137	2029.06212693228	1084.00677602874	841.376975518423	475.863852629437	539.392324649864	283.054748727589	311.275284208093	918.017179675725	0.986327508717673	0.223148959825704	155.808781997017	1.47078741756438e-33	3.88315115041026e-31
ENSMUSG00000037306	Man1c1	chr4:134561689-134704290	1152.21364389318	1097.62946740441	390.02725192101	304.654117502418	188.671324520196	239.279301912346	195.692171959814	182.085868866826	468.781643497525	1.69775807379109	0.245020885220899	154.889037725383	2.32273921311033e-33	6.02096235660253e-31
ENSMUSG00000038700	Hoxb5	chr11:96303511-96306120	247.596471229855	153.412438039885	13.4492155834831	19.4242558139126	1.28785887044503	4.05558138834484	0	0	54.9032276157406	3.59257491990734	0.61065637157926	153.96690734532	3.67247076866415e-33	9.349717098008e-31
ENSMUSG00000030930	Chst15	chr7:132235779-132317228	140.790150307172	117.798836352054	749.121308000008	580.683015910649	676.125906983638	719.865696431209	1469.08909092689	1197.29088076119	706.345610709102	-2.37058908149087	0.259693365924214	153.637600448915	4.32521228065387e-33	1.0818342365839e-30
ENSMUSG00000034227	Foxj1	chr11:116330703-116335399	496.811220049447	377.138910181383	154.665979210056	75.6523647489226	27.0450362793455	32.4446511067587	4.19340368485316	8.13791592700897	147.011185148472	1.92936669985766	0.43946300512476	152.911912045977	6.20259926359671e-33	1.52466306381204e-30
ENSMUSG00000024900	Cpt1a	chr19:3323300-3385732	63.1128259997668	31.0477553175957	435.754584904852	399.730738065253	653.58837675085	661.059766300209	691.21270738663	701.895248704524	454.67525042871	-3.21083428017188	0.323040938429572	151.312610093362	1.37278989901521e-32	3.31726535428134e-30
ENSMUSG00000057615	Ldoc1	chrX:61709496-61710955	242.741638460642	228.292318511733	68.5909994757638	54.1834504282824	8.37108265789266	11.1528488179483	13.2791116687017	8.13791592700897	79.3436707434966	1.94413820452304	0.403424447900577	151.208659795215	1.44553729565091e-32	3.43483753734918e-30
ENSMUSG00000032231	Anxa2	chr9:69453619-69491795	864.160232919884	612.736582885492	4763.71215966971	3818.39976131387	6496.60407195993	5831.92603643988	12480.2682667372	8427.82918190866	5411.95453672932	-2.54159960156089	0.283285154707414	151.073352021477	1.54603433384495e-32	3.61341172092253e-30
ENSMUSG00000020758	Itgb4	chr11:115974708-116008412	378.676955998601	260.253243103376	707.42873969121	774.925574049775	1510.65845503201	1461.02319515123	2627.16740856051	2237.92687992747	1244.75755643927	-1.22449747599054	0.246197837753492	149.538782705994	3.31328308271427e-32	7.61894788875118e-30
ENSMUSG00000052085	Dock8	chr19:24999528-25202432	103.569765743207	151.586099491791	220.567135569123	241.269703793861	533.817501799463	412.655406264088	1197.21675202558	1099.63588963709	495.039781790525	-0.839681283890749	0.287047105730467	149.481730161905	3.40851782769843e-32	7.71352994753913e-30
ENSMUSG00000035403	Crb2	chr2:37776248-37799103	357.639347332012	347.917493411881	94.1445090843816	92.0096328027438	68.9004495688089	55.7642440897416	30.0527264081143	26.4482267627791	134.109578682558	1.92235199568168	0.305223585109986	149.436024177362	3.48678335262956e-32	7.7673547278812e-30
ENSMUSG00000057614	Gnai1	chr5:18265134-18360355	216.84919702484	233.771334156015	398.096781271099	495.829687881452	1066.34714472848	813.144068363141	1831.81850966669	1590.96256373025	830.852410852747	-0.987567019306723	0.254577362957604	149.165762984706	3.98770959753192e-32	8.7465808818481e-30
ENSMUSG00000003032	Klf4	chr4:55527142-55532466	67.9676587689797	84.0115732123178	182.90933193537	212.644484699674	494.53780625089	498.836510766415	588.474317107727	538.119690673468	333.437671676855	-1.36567270313082	0.268322275883461	148.609696084667	5.25619651057067e-32	1.13541808562433e-29
ENSMUSG00000024247	Pkdcc	chr17:83215291-83225070	1244.45546650822	967.959430489749	251.500331411134	214.689143206402	57.3097197348036	131.806395121207	22.3648196525502	38.6551006532926	366.09255084717	2.24685096245176	0.41833027779213	148.37042964658	5.91946374243715e-32	1.25960887426756e-29
ENSMUSG00000078566	Bnip3	chr7:138890835-138909506	1551.92820855837	1402.62800493609	571.591662298031	494.807358628089	293.631822461466	290.987964613742	194.29437073153	279.740859990933	634.951281527281	1.4706325734535	0.247759939265035	147.14357326425	1.08870881497596e-31	2.2826061139871e-29
ENSMUSG00000022206	Npr3	chr15:11839895-11907287	29.128996615277	47.4848022504405	21.5187449335729	43.9601578946442	37.3479072429057	46.6391859659657	705.889620283616	443.516418021989	171.935729151051	0.233264128534999	0.492801036951638	145.778911316278	2.14411511256089e-31	4.43023900866386e-29
ENSMUSG00000050315	Synpo2	chr3:123076518-123236147	37.2203845639651	47.4848022504405	260.914782319572	203.4435214194	804.911794028141	376.155173768984	2269.3302941197	1430.23872417183	678.712434580254	-2.43977294894339	0.442923820076396	145.522812033913	2.43490867115668e-31	4.95921327495439e-29
ENSMUSG00000071984	Fndc1	chr17:7738568-7827302	8.09138794868806	9.13169274046933	13.4492155834831	13.2902802937297	25.113247973678	30.4168604125863	656.26767667952	242.102998828517	124.732920057584	-0.621032455878775	0.701662912482726	144.250435784864	4.58030597204008e-31	9.19738341455991e-29
ENSMUSG00000021281	Tnfaip2	chr12:111442468-111455018	21.0376086665889	9.13169274046933	675.150622290851	770.83625703632	421.129850635523	830.380289263606	834.48733328578	896.187991461863	557.292705672625	-5.67731480408733	0.47814255998835	144.206148425755	4.68215294640483e-31	9.27131313290189e-29
ENSMUSG00000022438	Parvb	chr15:84232042-84315688	1351.26178743091	978.004292504265	392.717095037706	311.810422275965	243.40532651411	199.737383375983	115.318601333462	144.448007704409	467.087864522101	1.7251897295478	0.28512314521683	141.451983880981	1.83812441355197e-30	3.58988215945348e-28
ENSMUSG00000028864	Hgf	chr5:16553549-16620152	542.1229925621	544.248887331972	106.248803109516	116.545534883475	32.8404011963481	62.861511519345	23.0637202666924	38.6551006532926	183.323368940343	2.28448864206061	0.386058399070853	140.393282350576	3.10928360227642e-30	5.99041301589931e-28
ENSMUSG00000038692	Hoxb4	chr11:96318266-96321638	229.795417742741	250.20838108886	45.7273329838425	46.0048164013719	21.8936007975654	17.2362209004656	15.3758135111283	18.3103108357702	80.568986782718	2.38886629437636	0.380940148428335	140.112837491447	3.57379821229286e-30	6.79355214835457e-28
ENSMUSG00000004044	Cavin1	chr11:100956732-100970887	45.3117725126531	18.2633854809387	149.286292976662	128.813485923841	498.401382862225	316.335348290898	2023.31727794165	1053.86011254766	529.198632317066	-2.18241018825706	0.489366742041531	139.404900306135	5.07892854233064e-30	9.52766897736947e-28
ENSMUSG00000035000	Dpp4	chr2:62330072-62412231	8.09138794868806	1.82633854809387	71.2808425924604	97.1212790695628	227.951020068769	213.93191823519	243.916314335626	218.706490538366	135.353198917095	-4.32730480238186	0.642521143340199	139.153006620139	5.75549816981475e-30	1.06566412216947e-27
ENSMUSG00000036030	Prtg	chr9:72806873-72917291	4618.56424111114	5511.88973814729	594.455328789953	573.526711137103	62.4611552165837	210.890232193932	24.4615214949768	83.4136382518419	1459.95782079285	3.11671476484683	0.564435024347826	138.910284893182	6.49255319393907e-30	1.18672219084602e-27
ENSMUSG00000025427	Rnf165	chr18:77456109-77565147	398.096287075452	495.850915807484	162.735508560145	169.706656058394	99.165133024267	99.3617440144486	33.5472294788253	45.7757770894254	188.029906388555	1.4296454768596	0.289562367944921	138.573839788949	7.67281096638097e-30	1.38469956895814e-27
ENSMUSG00000006411	Nectin4	chr1:171370098-171388598	160.209481384023	102.274958693256	1276.33055887255	1584.61034271392	1278.19992891669	1916.26220599294	2297.98521929953	1965.30669637267	1322.6474240307	-3.46294429258802	0.318173919091589	136.977687432197	1.69462893270981e-29	3.02004058670547e-27
ENSMUSG00000017692	Rhbdl3	chr11:80300911-80355955	9.70966553842567	3.65267709618773	53.7968623339324	75.6523647489226	102.38478020038	134.848081162466	317.999779434698	305.171847262836	125.402007222231	-3.43387769948326	0.588657630906437	134.063657265373	7.19857080550513e-29	1.26703733301342e-26
ENSMUSG00000032420	Nt5e	chr9:88327196-88372092	51.7848828716036	64.8350184573322	96.8343522010782	162.550351284847	263.367139006008	270.710057672018	678.63249633207	710.033164631532	287.343432807061	-1.14693153744674	0.342915427426376	133.393455348816	1.00393692900061e-28	1.74550351180021e-26
ENSMUSG00000060600	Eno3	chr11:70657201-70662513	1090.71909548315	915.908781869073	379.267879454223	265.805605874593	151.967346712513	154.112092757104	85.2658749253477	132.241133813896	396.910976361237	1.63896161059316	0.307986917849472	132.652085709807	1.45044204257697e-28	2.49144002421926e-26
ENSMUSG00000021108	Prkch	chr12:73584796-73778185	77.6773243074053	70.3140341016138	363.128820754043	318.966727049512	397.948390967513	455.239010841708	753.414862045285	606.274736562168	380.370488328656	-2.21086303867622	0.276235958811893	132.227194671849	1.79092721629133e-28	3.03967253841256e-26
ENSMUSG00000054753	AU018091	chr7:3154657-3169203	3.23655517947522	2.7395078221408	108.938646226213	127.791156670477	134.581251961505	202.779069417242	262.786630917465	237.016801374136	134.983702446082	-5.34024818854424	0.737738241617452	131.749111135315	2.27047941215744e-28	3.80826176225043e-26
ENSMUSG00000040856	Dlk1	chr12:109452848-109463336	2037.41148547965	1384.36461945515	384.647565687616	219.800789473221	310.373987777251	268.682266977846	51.0197448323802	96.6377516332315	594.117276414544	2.50306789770275	0.391300578758366	131.211744605571	2.96435995138221e-28	4.91428835196003e-26
ENSMUSG00000034205	Loxl2	chr14:69609067-69695834	1755.83118486531	1252.86824399239	739.70685709157	617.486869031747	401.168038143625	357.905057521432	218.755892226507	226.844406465375	696.320818667244	1.14762033042171	0.250941373880417	130.50347793739	4.21280485849169e-28	6.90367343304782e-26
ENSMUSG00000024987	Cyp26a1	chr19:37697807-37701528	116.515986461108	91.3169274046933	555.452603597852	683.938270500395	1016.76457821635	1492.4539509109	1215.38816799328	1767.9622351427	867.474090028409	-2.58754738861064	0.327268256372003	130.269061874969	4.73248884169243e-28	7.66716970636466e-26
ENSMUSG00000017491	Rarb	chr14:16430838-16819156	210.376086665889	221.900133593405	22.8636664919213	13.2902802937297	10.9468003987827	14.1945348592069	14.6769128969861	18.3103108357702	65.8198407544614	3.60490310253738	0.483955641296695	130.075196728394	5.21036731891361e-28	8.34654009727543e-26
ENSMUSG00000045312	Lhfpl2	chr13:94057795-94195409	755.735634407464	668.439908602355	501.655741263919	440.623908199806	179.656312427081	254.487732118639	83.1691730829211	67.137806397824	368.863277062501	0.595549167754952	0.27325891505655	129.432098797107	7.16894504950438e-28	1.13564055078649e-25
ENSMUSG00000045658	Pid1	chr1:84036295-84364180	21.0376086665889	15.5238776587979	121.042940251348	162.550351284847	256.927844653783	262.598894895328	359.234915669088	537.102451182592	217.002360532797	-2.99581988321378	0.426153154363582	128.425617433984	1.18124624556208e-27	1.8506623871405e-25
ENSMUSG00000021223	Papln	chr12:83763633-83792382	11.3279431281633	7.30535419237546	41.6925683087976	39.870840881189	117.83908664572	115.584069567828	290.742655483153	216.672011556614	105.12931622048	-2.19294340207906	0.52991018456015	127.978852941959	1.47437830350122e-27	2.28480559489313e-25
ENSMUSG00000027377	Mall	chr2:127704385-127729932	1.61827758973761	6.39218491832853	78.0054503842019	68.4960599753759	152.611276147735	167.292732269225	410.95356111561	241.085759337641	140.806912717232	-4.01029699625304	0.658001025772986	127.682002232978	1.7083336271944e-27	2.61889381966781e-25
ENSMUSG00000031375	Bgn	chrX:73483601-73495933	692.622808407698	546.075225880066	1821.02379000361	1754.31699877231	3138.51206727453	2919.0047042612	2412.60492001885	2193.16834232892	1934.6661071184	-1.53403305389868	0.199870537152776	127.652408554653	1.73360164527426e-27	2.6293573039016e-25
ENSMUSG00000026686	Lmx1a	chr1:167689236-167848741	129.462207179009	131.496375462758	29.5882742836628	18.4019265605488	2.57571774089005	2.02779069417242	0	0	39.1940364901302	2.45571810791317	0.582643403772592	127.124273443328	2.25292088000798e-27	3.38104136697618e-25
ENSMUSG00000049521	Cdc42ep1	chr15:78842623-78850897	456.354280306006	361.615032522585	104.903881551168	93.0319620561076	65.0368729574738	65.9031975606037	53.1164466748067	38.6551006532926	154.827096785256	2.04641197805693	0.318564163595167	126.978746703835	2.42159645469147e-27	3.59632298484753e-25
ENSMUSG00000029413	Naaa	chr5:92257658-92278170	475.773611382858	446.53977500895	145.251528301617	103.255254589746	103.672639070825	70.9726742960347	22.3648196525502	32.5516637080359	175.047745751327	1.89643584458531	0.350603958574921	126.112842658434	3.72106735246837e-27	5.46920177774655e-25
