gene_id	gene_short_name	locus	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
ENSMUSG00000024619	Cdx1	chr18:61018861-61036199	0.00542012925863521	0.00195494437564737	8.75683278474106e-05	0.000217430519827591	0.000347185544973619	0.0013955009417851	0.000238014597268988	7.11807217979758e-06
ENSMUSG00000031654	Cbln1	chr8:87468404-87472609	0.00269885259224232	0.0116483675226979	0.000164115643816239	0.00144324204443203	0.000243962023354948	0.000249417899258089	0.000737680115615002	3.55621977049806e-05
ENSMUSG00000052516	Robo2	chr16:73891838-74411534	0.00542681562280469	0.0013235361193766	3.43352785987223e-06	0.000264974935058553	0.00674552174296958	0.000173285509007591	0.00179238801612365	0.000364609244320895
ENSMUSG00000061048	Cdh3	chr8:106510890-106557297	0.00570138055250614	0.000378534203630616	0.000675098762066034	6.20169411156762e-05	2.13037910331425e-06	1.3821010118818e-06	0.000185672875160818	0.0005581965921644
ENSMUSG00000029754	Dlx6	chr6:6863333-6868568	0.00494770215534432	0.00272719547861775	0.00193672934757287	0.0002778855417969	0.00209514810245388	0.000253600733234534	0.00114213525499969	3.35838518634886e-05
ENSMUSG00000038700	Hoxb5	chr11:96303511-96306120	0.0048876222203397	0.00316671487748399	0.000710001514322455	0.000706825689877555	0.000536424096346356	1.53180177806981e-06	0.000559077550290475	0.000260494699069976
ENSMUSG00000001661	Hoxc6	chr15:103009572-103011881	0.00544611164359462	0.00120060770580257	0.000378018545150787	0.000112434189441949	0.000555283955178215	0.000228562139475543	0.00108719181441666	4.14260183673833e-05
ENSMUSG00000000861	Bcl11a	chr11:24078055-24174123	0.00532330248345755	0.00165453680661022	0.000157854441461649	3.75087138862885e-05	0.000260038541522163	0.000973184872479007	0.000228745107003837	0.000267390818430521
ENSMUSG00000048534	Jaml	chr9:45079182-45108534	0.00530983079786868	0.00166711812766911	0.000211126867695211	0.000230946744257634	0.000176666236671077	1.41301146671501e-05	5.25812128864563e-05	9.42246416650631e-05
ENSMUSG00000042499	Hoxd11	chr2:74682322-74684168	0.00362968768049078	0.00723644056334346	0.00100051650163464	0.000510763500475971	0.00680444719179104	0.0013724083996519	2.5853812844103e-05	0.000767664134327973
ENSMUSG00000021508	Cxcl14	chr13:56288642-56296551	0.00528412046397946	1.69988765402606e-05	0.00777378409779826	0.000409743343600143	0.00178651103279402	4.16360644313092e-05	0.000494322300490218	1.51868869109805e-05
ENSMUSG00000052305	Hbb-bs	chr7:103826533-103828096	0.00498243971283128	0.00148485523745381	0.00123357185108094	0.000584134269543513	0.00721602123372684	3.51034296408642e-05	0.0351316087225968	4.22922234357083e-05
ENSMUSG00000001815	Evx2	chr2:74652990-74659557	0.00456276497770492	0.00213445781341723	0.00877933705651984	0.000219524521324266	8.31872967711597e-07	0.00331444228144598	0.00468958027832564	0.000504793789102565
ENSMUSG00000005503	Evx1	chr6:52313497-52318378	0.00306963751603031	0.00833190349872785	0.00207654681053954	4.00561460659586e-05	0.00086018875701231	0.00178280785801175	0.00089010561563437	0.000741503175707486
ENSMUSG00000075394	Hoxc4	chr15:103018933-103036852	0.00477941694117751	0.00238993329265493	0.000333868098702996	7.59527614220391e-06	0.000372123072334938	0.000317791560104448	0.00292955326908371	0.000202347391437025
ENSMUSG00000063972	Nr6a1	chr2:38723369-38927688	0.00482605098933576	0.00191494161190953	0.00098009909441037	0.000244232878403941	0.000248120396793235	0.00238684559530924	0.000176378549909997	5.48434850527126e-05
ENSMUSG00000067860	Zic3	chrX:58022699-58041736	0.00365702814794214	0.00614629888582442	0.000389008091580273	0.000925221494355517	0.000242516984656176	3.50066125242831e-05	0.00389224932048869	0.000601283998672116
ENSMUSG00000026879	Gsn	chr2:35256379-35307892	0.00459705101060318	0.000843135257785417	0.00035250146210122	0.000905348539318371	0.0359562578174162	0.00127221806260533	0.00179748193323184	0.000168472799968052
ENSMUSG00000002633	Shh	chr5:28456814-28467256	3.64739413032302e-06	0.0179905846340964	0.00280500023500138	0.00614737297724601	0.00293019558465879	0.00131512296023546	0.000700709333515076	0.000992916475114131
ENSMUSG00000035104	Eva1a	chr6:82041042-82093099	0.00519439326782555	2.75095327083975e-05	1.79769305741462e-05	2.77046508605507e-06	0.00646215557004558	2.7117281433678e-05	0.00187890947623975	0.000174439605585416
ENSMUSG00000038259	Gdf5	chr2:155941022-155945367	0.00422977438730546	0.00292651974031312	0.0021440921139676	0.00248652090660292	3.6319144752644e-07	0.000768801916527162	0.00288716410859859	1.95220192538692e-06
ENSMUSG00000030905	Crym	chr7:120186379-120202111	0.00459591860009309	0.00210988827680231	0.000102662877395933	6.96281673415943e-05	0.00108346953823758	0.000275002990012553	0.00708012661877564	3.95182825730195e-05
ENSMUSG00000056648	Hoxb8	chr11:96281904-96285315	0.00432035543607454	0.00301040641556845	0.000162191756666285	0.000486911502714809	0.000246683385500498	1.95188277798251e-05	2.0938084051822e-05	0.000250444248793476
ENSMUSG00000033965	Slc16a2	chrX:103697413-103821983	0.00421696436902105	0.00230696539910836	0.00350559855914967	0.000388983763038737	0.000608527762162809	1.31669786419045e-05	0.000101620056142233	0.0010234535451206
ENSMUSG00000017491	Rarb	chr14:16430838-16819156	0.00287195308412764	0.00744149776820555	4.48171359569636e-05	0.000580939402568921	0.00219514709172833	0.00111681230633436	0.000119015022959091	9.72129806875716e-07
ENSMUSG00000000567	Sox9	chr11:112782223-112787760	0.0024721009882218	0.00815255880779978	0.000455580341880574	0.000310415372998712	0.00197925710338484	3.03175257794332e-05	0.00884966752683099	0.000390830483636166
ENSMUSG00000027004	Frzb	chr2:80411969-80447625	0.000297333543039697	0.015560586126892	0.000195939560510553	0.0058600239250327	0.000481435785291237	0.00187039879908003	0.000474359003854907	0.000546711051325718
ENSMUSG00000048763	Hoxb3	chr11:96323325-96347930	0.00403162497041809	0.00231116167346355	0.00120430779919859	6.17654062203949e-05	3.50892671222093e-08	0.00409933765953795	1.03310159963378e-05	3.07314655081707e-07
ENSMUSG00000020218	Wif1	chr10:121033959-121100650	0.00261945070195394	0.00753666119957245	0.000131192153332718	0.000266175343836695	0.00196025330320658	0.00045362829137206	4.25476747127542e-06	3.81899675408248e-06
ENSMUSG00000071553	Cpa2	chr6:30541581-30564476	0.000800631937884349	0.0141195874227503	0.000134930714003937	8.18779691744291e-05	0.00170147345974097	0.00307343966533406	0.000447046234046398	0.0010174961485099
ENSMUSG00000020875	Hoxb9	chr11:96271456-96276595	0.00367225130614612	0.00320782573248211	0.00176741850363307	6.33177264869702e-05	1.50514231826807e-07	4.1256601958605e-07	0.000675064279683125	0.00022022507795699
ENSMUSG00000057777	Mab21l2	chr3:86545580-86548283	0.00168739645615427	0.0103189249042489	0.0018710034296774	0.000132489602830367	0.000105450733832523	2.88395516634758e-05	0.00641459648787027	2.57884640692034e-05
ENSMUSG00000030513	Pcsk6	chr7:65861733-66050386	0.00412376375519164	0.00132560338084905	7.98604918265303e-05	0.000142121098912427	0.00627632243383308	1.7759837927929e-05	1.18798522403209e-05	2.61277459851917e-05
ENSMUSG00000043342	Hoxd9	chr2:74697726-74700208	0.00438089458969152	0.000466832921643434	0.000365452162453742	0.000384573675102902	0.00286749855985686	3.29540766963818e-05	7.56580820801458e-05	0.000361160506124243
ENSMUSG00000026147	Col9a1	chr1:24177609-24252684	0.00434568941553431	0.000448869849273477	0.000179410431195473	0.000159836887405299	0.00551188968716027	0.000101880020326236	9.51127105684978e-05	0.000931516181910401
ENSMUSG00000022197	Pdzd2	chr15:12359710-12592556	0.00393539777560629	0.00142146508612967	0.00170685278118622	0.00143092077127334	0.00043235146857634	0.000137919648067572	0.000867853005075776	0.000207058497605413
ENSMUSG00000029661	Col1a2	chr6:4504813-4541544	0.00403239578155313	1.89809417607084e-05	0.00753527736517113	0.000137413761566683	0.000304263786125282	4.12703914862431e-05	0.000343715049161071	0.000375877987661128
ENSMUSG00000027102	Hoxd8	chr2:74704614-74707933	0.0040592801177418	0.00106994501634041	0.000109815543086641	0.00109007118895798	1.68853243466841e-06	1.8346488832698e-09	0.000721702381668201	2.92619911702872e-05
ENSMUSG00000021994	Wnt5a	chr14:28504749-28527448	0.00412289862110525	0.000390757526742376	1.49303082124131e-07	0.00358789339056576	0.000110656182335995	9.44530891282015e-05	0.00041804748021446	0.0006116568740586
ENSMUSG00000115956	Hoxd4	chr2:74721977-74729160	0.00367492345963298	0.000179389554843618	0.00390815089811759	0.0101457806071884	0.00260702804271633	0.00151626495639288	0.00918913775493662	1.56222443432489e-05
ENSMUSG00000024899	Papss2	chr19:32620004-32667187	0.00408651844425607	0.000535607398517655	0.000386501516980666	0.000231063827599322	0.000133483100577895	0.000767590620808815	1.22199167107484e-05	2.0376537527856e-05
ENSMUSG00000025491	Ifitm1	chr7:140967220-140969825	0.00395425543907214	0.000676138927604101	1.39461657014576e-05	0.000662829461372666	0.000670823117647436	0.00772567961281527	0.000327720465966523	0.000733403174808282
ENSMUSG00000027276	Jag1	chr2:137081455-137116644	0.0012173676556629	0.0105403257194062	0.00143105464892098	0.000254485489176724	3.03275908454461e-06	0.00126685430396451	1.08455267883243e-05	8.22748143796753e-05
ENSMUSG00000016918	Sulf1	chr1:12692276-12861192	0.00236291973976838	0.00300996953621829	0.0140119999518345	0.00821519358085838	9.40554501918561e-05	3.36980489600725e-05	0.000482830462067785	0.000586042863401451
ENSMUSG00000027994	Mcub	chr3:129914959-129970206	0.00295299328997232	0.00419840798219894	0.0010176375375164	8.91754203418349e-05	0.000552728774795362	0.000399474148456992	0.000679127715079732	5.1746599083811e-06
ENSMUSG00000052217	Hbb-bh1	chr7:103841636-103843164	0.00229690108839292	0.00592692478596575	0.000158989511727117	0.00502520592420915	0.000563578817664928	0.00145000593481783	0.00143017371374862	1.0863986526178e-05
ENSMUSG00000022483	Col2a1	chr15:97975601-98004695	0.00201005833165455	0.00714431943128511	0.00105393478401088	0.000213734130477708	0.00486360879855618	0.000284128272535495	0.00207401657020207	9.68805261283101e-06
ENSMUSG00000026394	Atp6v1g3	chr1:138273737-138289462	0.00356256004368752	0.000462374873168065	0.00596760104481212	0.00224530698368124	0.000761087556867657	0.000318615042490698	0.00358109286452241	0.000374198075149309
ENSMUSG00000032852	Rspo4	chr2:151842926-151874668	0.0036567571841268	0.000641375723201368	0.00462830792960739	2.52010882562831e-05	0.000750635391335299	4.85109225485959e-08	4.87387722497905e-05	0.000520915562255052
ENSMUSG00000028364	Tnc	chr4:63959784-64047015	7.0047255782716e-05	0.012247395469684	0.00253806547439118	0.0143410857602283	0.00386068029197797	0.00161490889932455	1.90165882734164e-05	1.17422805729896e-05
ENSMUSG00000075588	Hoxb2	chr11:96351630-96354012	0.00354975977988645	0.00169880791453508	0.000139492107124844	3.73014509110991e-05	0.00180647899694009	0.00132939140275014	0.00125871976322987	5.50128810755741e-06
ENSMUSG00000028864	Hgf	chr5:16553549-16620152	0.00358139098893165	0.00142401525969843	0.000804248716172392	2.4540116422782e-05	0.000381931619316492	0.000314423820921447	0.00617156773673843	4.75257236095547e-05
ENSMUSG00000021359	Tfap2a	chr13:40715301-40738376	0.00331298433785355	0.00121507912707394	0.00489329076476204	0.0036427601914585	0.00180447238985028	0.000220661990992246	0.000238873119068644	0.000529542562049771
ENSMUSG00000095440	Fignl2	chr15:101050193-101078567	0.0032660041935	0.00231764447355222	0.00033403744673312	0.000225809610331122	0.00279030159230642	0.00035654425016827	0.000699338868318791	0.000493197214628716
ENSMUSG00000022346	Myc	chr15:61985390-61990374	0.00359847434788103	0.000698831936164055	0.00058501962636877	0.00259441336713841	0.00106808883340754	0.00252971325076762	5.24956859583636e-05	8.09901937523989e-06
ENSMUSG00000032243	Itga11	chr9:62677825-62783982	0.00383122991776589	6.26879386158191e-06	0.000826343396800595	5.71703061018849e-05	0.00023095728720964	9.1984157785837e-05	0.000403922862780813	0.000443917718002285
ENSMUSG00000041120	Nbl1	chr4:139082283-139092993	0.00128822528932412	0.00861831424595168	1.79176148852812e-05	0.00497247688325788	0.000519634230185066	0.000610182226560315	0.00971858415223552	0.000148899036021992
ENSMUSG00000027820	Mme	chr3:63241536-63386030	0.00375218853321929	5.20823114386574e-05	0.000209168903205171	4.76328671391869e-05	0.00529553575525895	6.61094813259513e-05	0.000792165826246992	0.000212989837283852
ENSMUSG00000048582	Gja3	chr14:57034459-57058100	0.00190632267368516	0.0061687078151034	0.00279254174915203	0.00350790691572542	2.76625793408413e-06	4.45942739809066e-05	0.000117815267159954	2.18208714415431e-05
ENSMUSG00000074622	Mafb	chr2:160363702-160367065	0.00324742219906321	0.00199477908956146	0.00073421724002576	4.83288016699848e-06	0.00031322826703449	0.000105619709026953	0.000907742852887283	0.000221349199998997
ENSMUSG00000070720	Tmem200b	chr4:131921770-131923140	0.000489154885691318	0.00880570847382335	0.0100148837351532	0.00770967322960094	0.00803542953765294	0.00127848299871465	0.00061066550706427	1.08962857534031e-05
ENSMUSG00000019647	Sema6a	chr18:47235597-47368868	0.00313981489273511	0.00194863350655118	0.000923974840660405	0.00154353668403405	0.00104032963474142	4.62120513809597e-05	0.00122250190701611	0.000300288652752816
ENSMUSG00000036602	Alx1	chr10:102998706-103030215	0.00359938934996559	0.000478395241736416	0.000274596491000195	1.73125395449139e-06	2.81928853581277e-06	0.000861594293889898	0.00341109518227562	1.14963002021366e-05
ENSMUSG00000037206	Islr	chr9:58156267-58204306	0.00362855793072834	9.72747589213524e-05	0.00148591797697247	1.36865832516962e-05	0.000690626988984036	0.00120855157071175	0.000194255114222053	0.000215692639724991
ENSMUSG00000053007	Creb5	chr6:53287269-53700376	0.00188380669998492	0.00550538204614946	0.000377900873010873	0.00165670368311259	0.0157340822628749	0.000439239525958728	0.000243441626840357	8.21855764021194e-05
ENSMUSG00000054934	Kcnmb4	chr10:116417860-116473878	0.00317142082775398	0.0010563619074696	0.00118010346574112	0.00347295350179883	0.0023126773587104	0.000327721750809153	4.14020182708978e-05	8.7696451461133e-06
ENSMUSG00000028883	Sema3a	chr5:13396783-13602565	0.00255091689343082	0.00357475733505321	0.000838145950901821	3.33674431443659e-07	0.000401257058449552	0.00142063710683467	0.00729228317474011	7.90625039221681e-07
ENSMUSG00000047786	Lix1	chr17:17402671-17459387	0.00216641825638488	0.00527777247076824	9.68555490493536e-06	1.45204464714583e-07	1.42491511285076e-05	0.000806193716396173	0.000477928712468546	0.000353226242405598
ENSMUSG00000025407	Gli1	chr10:127329881-127341974	0.00142835200093027	0.00719971875045732	0.000321899148431684	0.000777553834914548	0.0122972186858035	8.775952551305e-05	0.00236783218843417	4.06021401381405e-09
ENSMUSG00000028565	Nfia	chr4:97772733-98118874	0.00331199402858265	0.000244749576318639	0.000988205597047914	0.00214018153692075	1.65529205434161e-06	0.00311751126927081	0.00143815792260833	2.47746231934453e-06
ENSMUSG00000092035	Peg10	chr6:4747305-4760517	0.00303275874710788	0.00104755635138089	0.00331278781852986	5.06673579990494e-05	0.000246966109145658	0.00269870999809044	0.000556416022800057	0.000350958436723497
ENSMUSG00000029844	Hoxa1	chr6:52155589-52158317	0.00297782558883684	0.00173561862134343	0.000368466954911618	5.29879361478545e-05	0.000270454075398638	0.00127358867681931	0.00368261422929951	1.04364901379158e-05
ENSMUSG00000079259	Trim71	chr9:114507132-114564369	0.00280209632698969	0.00187540344831823	0.00144637488503026	0.00158531932787685	0.000265369572967103	0.00339413097750446	0.000176250872939887	0.000191196263039389
ENSMUSG00000069171	Nr2f1	chr13:78188972-78199757	0.0018732269237869	0.00439844677907956	0.00440625409890166	0.00356199358430854	0.00135711263779882	3.99190311083084e-05	0.00649957182869306	0.000129237017993737
ENSMUSG00000027358	Bmp2	chr2:133552158-133562885	0.00332121990445439	0.000140028288937703	0.000852450542796169	5.79751548427644e-05	0.000754623634081609	0.000111038751616822	0.00386195132621226	0.000244497704946612
ENSMUSG00000054452	Aes	chr10:81559493-81566362	0.00319067626505732	0.000157782415659998	0.00237362324909735	0.000767472448955172	5.98401143038268e-06	0.00103967335769439	0.001060864937775	0.000891185883116502
ENSMUSG00000001870	Ltbp1	chr17:75005567-75391767	0.00300064047789607	0.000579704163077536	0.0012138497619282	0.000376637463105958	0.007241647101044	0.00141758735392729	0.0054387572741905	9.60018679427411e-05
ENSMUSG00000028626	Col9a2	chr4:121039384-121055322	0.00182903966348588	0.00452317866939729	0.000238813675574134	0.00430211376169626	0.00823868677760587	0.000458290809250263	1.15394756857879e-06	4.06466677776965e-05
ENSMUSG00000032289	Thsd4	chr9:59966930-60522046	0.00303132804735434	0.00053995291940221	0.00101547499221679	0.000142907359188588	0.00567616295775097	0.000724151316824719	0.0010945074365002	8.86062494337675e-05
ENSMUSG00000021943	Gdf10	chr14:33923586-33937983	0.00217500116682483	0.00389962823329094	2.62163594989999e-05	0.000480746709770639	0.000159686515109894	0.00237135024873697	2.84484652951947e-05	4.15352037306936e-06
ENSMUSG00000021469	Msx2	chr13:53466883-53473074	0.0021904951070912	0.00379689427392157	0.000361897363885439	0.000203799490909907	0.000806720429673872	0.000207154534285715	0.00336638443143992	5.46573490337065e-06
ENSMUSG00000029810	Tmem176b	chr6:48833817-48841496	0.0030948841058384	0.000223928455887189	0.00171202346060612	2.92689458979694e-05	7.83343634010295e-05	0.0012050598263165	0.000879876510449534	1.64925192280685e-06
ENSMUSG00000052396	Mogat2	chr7:99219083-99238619	0.00274271652790424	0.000815751428223374	0.00319949777599807	0.00254205430676892	0.00132510039660121	0.000266747440920938	0.000112545331696785	0.000162896979034524
ENSMUSG00000054932	Afp	chr5:90490736-90508907	0.00120497362547773	0.000742152755626757	0.00515695812575863	0.00497541231262805	5.67718952306697e-06	0.129580344146824	0.0118297072055055	1.38899007100616e-05
ENSMUSG00000059325	Hopx	chr5:77086987-77115121	0.00268479172870155	0.00170230836045387	0.000109734764057078	0.00013445892959202	3.28526628804569e-05	0.00155467784926711	0.000101370535185769	7.08167770595465e-06
ENSMUSG00000072825	Cep170b	chr12:112720454-112746592	0.00307427509085938	0.000332434463807463	9.53502283811565e-05	7.24594093861218e-06	0.000239083938443746	7.68428634481947e-05	0.000329743891445889	7.34822757709871e-05
ENSMUSG00000051920	Rspo2	chr15:43020793-43170826	0.00286793471862294	0.000885355022944738	0.000125960203135744	0.00132047199873585	0.000558812721598723	0.000261888329078661	9.84297177390205e-05	6.70799468767628e-05
ENSMUSG00000036887	C1qa	chr4:136895916-136898803	0.00278687317559559	0.000232222873632641	0.00279494200407489	0.00030730677823321	0.00756917778133479	0.00190741145320187	0.00952532287300646	2.17055549304697e-05
ENSMUSG00000022261	Sdc2	chr15:32920722-33034935	0.00302182719945425	0.000379266291768293	0.000392612692729475	0.000289697219223311	6.10695611914169e-07	0.000163357348556464	0.00047984523870874	0.000153481165301688
ENSMUSG00000022371	Col14a1	chr15:55307749-55520803	0.00233697323214187	0.00293705023570082	3.48481885088116e-05	7.9400999290483e-06	0.00060677503591918	0.000427967894084224	2.99963583777798e-05	1.66677292999455e-06
ENSMUSG00000036896	C1qc	chr4:136889803-136893065	0.00268455435508983	0.000185184563736128	0.00473452276548237	1.35260820076532e-05	0.00353443579325734	0.00347676430392845	0.0155425568685594	7.06865812730143e-06
ENSMUSG00000049907	Rasl11b	chr5:74195285-74199481	0.0029570241712017	0.000307645592561891	0.0010306340685981	0.000612567635149809	0.000841462464052297	6.33945197632005e-05	0.000553534189167549	1.53517889859512e-06
ENSMUSG00000035493	Tgfbi	chr13:56609585-56639358	0.00264248316438899	0.00139646894852885	0.00077892738489896	2.41089786670405e-06	0.00424041581521146	0.000168540996392349	0.000205604965437982	0.000534450503692176
ENSMUSG00000028640	Tfap2c	chr2:172549592-172558622	0.00195719212182098	0.00412979143888183	1.15003156517491e-05	0.000478196331786493	0.00144731098905967	3.16247818585777e-05	0.000101884257280187	0.000131981150455619
ENSMUSG00000025216	Lbx1	chr19:45232683-45235812	0.00250401212350161	0.00162412527039508	4.5484894307547e-06	0.00113974030969001	0.000288204583565823	0.0118488135436623	0.00322037114845215	0.000234026378178909
ENSMUSG00000004558	Ndrg2	chr14:51905270-51914158	0.00285691035324	0.000743859004014004	0.00032639757434351	2.69907249119906e-07	0.000767382466647134	0.00228706072099964	0.0023996612789264	7.07451721868606e-05
ENSMUSG00000060969	Irx1	chr13:71957920-71963723	0.000467142755083047	0.00908626862585782	7.26479286851516e-05	0.000108735742424879	0.00561222040260585	0.000360405676427226	0.0152054856826347	0.000105093615419736
ENSMUSG00000030329	Pianp	chr6:124996693-125003096	0.00297992812003921	2.78671011491006e-05	0.000649592407354592	8.94928956632925e-05	0.00296358635817002	0.00019277015131246	0.00733147140226212	0.000377374002459687
ENSMUSG00000060044	Tmem26	chr10:68723745-68782650	0.00293315612125641	0.000331613391884613	0.000964679263841838	1.27479260866062e-05	7.13775735997985e-05	0.000104262447308862	4.4537994631227e-05	0.000478362152868655
ENSMUSG00000079037	Prnp	chr2:131909927-131938429	0.00298622941629627	1.5259624732789e-09	1.74271984741885e-05	0.000796798948916695	3.03788844944628e-05	0.00123684531229222	0.000336892103874003	0.000259941738054577
ENSMUSG00000019987	Arg1	chr10:24915220-24927484	0.00245627522659844	0.00191998081452646	3.12262696349349e-05	1.77085203312505e-05	0.00146149566577831	0.00101325415515713	0.00235294111240996	0.000189265338945839
ENSMUSG00000034648	Lrrn1	chr6:107529767-107570214	0.00254815030358362	0.00154890131332653	0.000247416636722449	0.000101172945267543	0.00084541756033205	0.000872622530737384	0.000412202472192896	4.75284677831608e-05
ENSMUSG00000020601	Trib2	chr12:15791726-15816922	0.0026263769400712	0.00110223160527062	0.000325386970956515	0.00171243915604382	0.000648162263071665	6.03105895997678e-05	3.27813689451919e-05	8.34992476679254e-05
ENSMUSG00000036905	C1qb	chr4:136880128-136886187	0.00283904616414118	5.30850843378079e-05	0.00074678777358644	0.000322650434702246	0.00340646994184333	0.0016672536598128	0.00747292497275144	1.66322942645315e-06
ENSMUSG00000031737	Irx5	chr8:92357624-92376286	0.00202318035233462	0.00348370564478641	1.50493733826999e-06	0.00024296625773292	0.000139387273382853	1.85380664054872e-05	0.000304146286555231	4.77075492079122e-06
ENSMUSG00000032841	Prr5l	chr2:101714284-101883014	0.00205499531070333	0.00331081151607023	3.61457936083679e-06	0.000101183278493868	4.25053113956503e-05	0.000262582407452291	0.0025756684240651	0.000121837503308759
