gene_id	gene_short_name	locus	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
ENSMUSG00000052187	Hbb-y	chr7:103851748-103853216	0.00675563927271147	6.72281373494723e-05	0.00297561260360487	0.00137026769474755	0.000792676481520921	0.0266887651306633	0.00221193433503213	0.0192772402029035	0.0256129952539524	0.0168170245875088	0.0177723771574393	6.20512352890622e-05	0.00151276907855646	0.0007562785448992	0.00309036359682552	0.0122221215085696
ENSMUSG00000002980	Bcam	chr7:19756130-19771016	0.00714196124693187	0.000574995758190323	8.25800966693344e-05	0.000384779080635529	0.000305296462686741	0.00766041261117636	0.000807172734044989	0.0170714891800002	0.00180186793467256	0.00120969056397077	9.1298616496159e-05	6.33385639473628e-05	0.00337975255565877	0.00079193772439445	0.00055208020854801	0.00208804112943859
ENSMUSG00000022510	Trp63	chr16:25683762-25892102	0.00715784678898551	1.80843816422319e-05	0.00119464034215439	0.000143621083145644	0.00549012817792462	0.00189043445142562	6.12333424965977e-05	0.00286926039161444	0.00029758872044586	5.40827662227885e-05	0.00061347056422136	0.0024989278468044	0.00346338884827519	0.000468069216538979	0.000358550439585695	0.00960089363696874
ENSMUSG00000044243	Bhlha9	chr11:76672469-76673676	0.00669794411730801	1.30794058634848e-06	0.00146900201147943	0.000137524584712255	0.000906950525411729	0.00328228910779351	0.000128637149646757	0.00687648585835431	0.000316111644991906	0.00375781695576981	4.22054703854462e-05	0.000781235354304299	1.14643346659085e-05	0.00297031882188043	0.0238157485483579	0.00874661185308937
ENSMUSG00000045394	Epcam	chr17:87635978-87651106	0.00668164883151466	2.58892949970875e-05	0.00273055214547234	1.64042963723932e-08	0.000910601980921356	0.000590193955522042	2.17148354895383e-05	0.00102036217042293	0.00175452539757645	4.09619635543159e-06	0.000991143141792813	0.00127784812730636	0.00676283253917145	0.000827079983589643	0.000404478252437833	0.00444540998373147
ENSMUSG00000000303	Cdh1	chr8:106603350-106670246	0.00661638073946387	0.000127658452868143	0.00203661047585522	6.81732549312508e-06	0.000786775748119048	0.000891972535889153	0.000630768163332339	0.00110520000691755	7.03531431728906e-05	2.85465259497257e-05	0.000114033518235198	0.00088717224598972	0.000595536485919968	0.00230555645468916	0.00615011571230347	0.0037061068672809
ENSMUSG00000001819	Hoxd13	chr2:74668309-74671599	0.00231363642090706	0.0243660295892825	0.0072356840742148	0.00328981077218902	0.000314898792441886	0.00200499300526866	0.00995117784170952	0.00014853383213185	0.000455472068789574	0.000802576493898984	0.000701244861030543	0.00020211667039486	0.000124526202807339	0.00965985654112013	0.00401560240645373	0.000931033778783183
ENSMUSG00000069919	Hba-a1	chr11:32283510-32284465	0.00608457004296373	7.20701638136494e-05	0.00132673395958331	0.00292341702805616	0.000438969524891526	0.0127390616300785	0.0132706040554942	0.0161467225090608	0.0327539419347782	0.0137397037817561	0.00963686778796619	0.000245380568961112	0.00348811643724508	5.90991854347981e-07	0.00116684440439815	6.21679379776547e-05
ENSMUSG00000025856	Pdgfa	chr5:138976013-138997370	0.00634446233750784	0.000130178817167851	0.0038913505780406	0.000990097081220818	0.00142020327033542	7.26368707381891e-05	0.000738166578892796	3.41335203998525e-05	0.0003453965635064	0.000225705095543832	0.00275041883273303	3.68573766915941e-05	5.55823933245813e-05	0.000333933229044769	0.00319054251945824	0.00135880330102869
ENSMUSG00000001823	Hoxd12	chr2:74675012-74677705	0.0017688691546207	0.0240475361912999	0.0171961323674814	0.00241053411169781	3.66199690680045e-05	0.00508795999795914	0.000873801289728577	0.00037705820825149	0.00184232676729773	0.000920951323861504	0.00318616579972908	0.00211116426361873	0.000336862266012255	0.000180072542355995	0.00328318357516766	0.000693498564275791
ENSMUSG00000038560	Sp6	chr11:97013393-97024734	0.00617465181225159	0.000916127115383531	0.00192101816955072	4.68482760614823e-06	0.00016496678047899	0.0026109435327871	0.00139824247333225	0.0046971196578926	0.0021302701951396	7.86038743533675e-05	0.000757348133012977	0.00282383332057733	0.00261262506683175	0.0152384083071305	0.00404719813566863	4.11196783336612e-05
ENSMUSG00000032394	Igdcc3	chr9:65141188-65185872	5.49598183142654e-05	0.0303145019155229	0.00797272135739638	0.0259151558482106	0.000239033559767081	1.1543481735765e-05	0.0168342609553836	0.0196692178350741	2.7325041277892e-05	0.00142771203122421	0.00103498745307825	0.000163012728790027	0.000363002133141314	0.000594479366449013	0.00080730627610571	0.00193036489353229
ENSMUSG00000035557	Krt17	chr11:100256216-100261029	0.0045542814790754	0.00620900057465143	0.00965697347577072	0.00563519904406634	3.54743420274328e-05	0.00157394421632909	7.70552668654526e-06	0.00301256743037307	0.0101343375685089	0.00537644681589896	9.07179145139602e-05	4.16883544087435e-05	0.000250824811093069	0.00371084787440264	0.00948418203457915	0.00253341679584158
ENSMUSG00000047501	Cldn4	chr5:134945118-134946934	0.00588383946635054	9.28876681273416e-05	0.00185042410775719	1.55552863678995e-06	0.00112688374720172	0.00190125173594455	0.00221441808290616	0.00124586520546475	5.87334960714149e-05	0.000554232833514947	0.00138403168371242	0.000118003173052168	0.00069568967002211	3.89917364965674e-05	0.000361964673805535	0.00157512932498724
ENSMUSG00000042367	Gjb3	chr4:127325234-127330844	0.00559826348903927	0.000205536846507881	0.00314808360251917	9.88791249654371e-05	0.00203319787370817	0.00305314249548587	4.99617090168062e-05	0.00176492440097599	0.000494971279070574	0.000350632970895127	9.21591601432168e-05	6.40878939929129e-05	0.000367131972861516	0.000647872359751403	0.000448468836857408	3.97692929741986e-07
ENSMUSG00000040728	Esrp1	chr4:11331932-11386783	0.00572822772662519	1.82465400568114e-05	0.000383659762122352	2.93451461160121e-05	0.00154294607996029	0.000395431879961895	0.00120141494101288	0.000472558371223591	0.000499384971297119	0.000223524210665456	0.00103790289866558	0.000520335563494454	0.00133523161086109	0.00593399402009351	0.000740538098798799	0.0019082877513287
ENSMUSG00000032013	Trim29	chr9:43310847-43336115	0.00563218455705136	0.000414284631988291	2.86655031950579e-05	0.00127885775916259	2.80356265661489e-06	0.00104302915762069	0.00184836810430147	0.00508035589946965	1.79714821302039e-05	0.00104106184916283	0.000139576650545333	0.000393489193588419	1.19580437074059e-05	0.00357189313886043	0.000958065878177306	0.00172013835314654
ENSMUSG00000023391	Dlx2	chr2:71543407-71546754	0.00559800384189977	0.00014435283332817	0.000867106998451885	0.00112721823828594	0.000170386243919418	0.000983605937075049	0.000339611178150445	3.36790848299426e-05	0.00774836254626934	0.000651504897790274	1.79157139032161e-06	0.000143917740342378	0.000131857277336541	0.000659180058577374	0.00605073924503901	0.000873897004073287
ENSMUSG00000022382	Wnt7b	chr15:85535436-85582473	0.00531439889041046	0.00155065072801404	0.000827126974542877	0.00239942741538441	0.000305336986705403	0.00140470560841253	0.000969147611292968	0.00702231621957284	0.000119108464174837	2.89288214238199e-05	0.000176069099972882	0.000785779388230545	0.000895437921603977	0.00148037316148382	0.0013727394425987	0.00686343506631737
ENSMUSG00000054889	Dsp	chr13:38151293-38198577	0.00554992834473428	0.000130507416830235	0.00108967120194032	0.000621952555470899	7.21847898225682e-08	0.00163116686542484	2.46343820267415e-05	0.00276975226157251	0.000422443415537041	0.000123075612601735	0.000227438259718453	0.00026876509184594	0.00225235818784914	0.00752529471719049	0.00556137930648562	0.00338321672307303
ENSMUSG00000031995	St14	chr9:31089401-31131853	0.0053768809522939	1.1858044169188e-05	0.00340288652461634	0.000674851459681686	0.000166056817908591	0.000174422644410812	0.00184220438877228	0.00156662665800638	1.83643649101627e-06	0.00114259604672419	0.000160182294174694	2.52151087842324e-05	0.000617834728543661	0.00222924263699323	0.0021883155550789	0.000657313023652756
ENSMUSG00000018569	Cldn7	chr11:69964778-69967885	0.00535203658111931	0.000203265062173421	0.00328554059635809	0.000229540436248683	0.000242039329807695	8.49947391172147e-05	0.0004962937899293	2.61872664447117e-08	0.000191789632671248	0.000241750866233312	4.32993920527964e-05	0.000120712319843505	9.5100996586456e-05	0.00404042290700037	0.00281935636410818	0.0011800445181858
ENSMUSG00000025064	Col17a1	chr19:47646343-47692094	0.00443989029212389	0.00339582236852636	0.00685041805358259	0.00329584003403629	0.00178587890181142	0.00396714917670758	0.00136477181678358	0.00295664091482049	0.000162126041772397	0.00035233005707567	1.24829367784974e-05	0.00124260686795897	0.00234036884256598	0.000108484283000832	0.00494955595620031	0.00582694561823058
ENSMUSG00000051397	Tacstd2	chr6:67534061-67535796	0.00474613081615193	0.00186804239251477	0.000832374416675938	0.00765837887603628	0.00256393386325412	8.09282461533407e-07	0.00148869735396417	0.00133198623108429	0.000268136771210017	0.0028701173907187	0.000291901264621859	2.53180765439554e-06	0.000747040387457728	0.000171897570468543	0.000739328410171417	9.28487081566242e-06
ENSMUSG00000038203	Hoxa13	chr6:52257693-52260880	0.00160511085308637	0.0197702435006327	0.00962655406822337	0.000775282945520479	0.000317218708185804	0.000533355633078503	0.000746353210909275	0.00465083981544573	0.00667594727406015	3.77170721631788e-05	0.00196603301627467	0.00296581140739348	0.00296148511022921	0.000106506761247483	0.000248947410776581	0.000322534462894602
ENSMUSG00000030093	Wnt7a	chr6:91363980-91411363	0.00485862286475994	0.000358438227376921	0.00112749409856887	0.0010186767495234	0.00381202679853019	0.00102549089402724	0.000749260782449007	0.000308706704147212	0.000677849023191008	0.000346721840970614	4.31234851162163e-07	0.00249634333170405	0.00986341086450856	0.00336128889166997	0.00518130144819389	8.56725506200851e-05
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	0.000106491541213341	0.0308654174208542	6.39342809832782e-05	9.45228867871465e-05	0.00118146987788684	0.00130938460003147	0.00174029925702693	0.00473073553122871	0.00271231988343352	0.000915435520390726	0.00664762031736451	0.000526315764012587	0.00154049431046749	0.0010145151164863	0.00907947216220731	0.0012610782159842
ENSMUSG00000017754	Pltp	chr2:164839517-164857711	0.00489684436218009	0.000380200503305694	0.000477547642799556	0.00104852361487495	0.000141794007776704	0.00193437488348303	0.000674232680335164	0.00226008771796055	8.97290581257998e-07	3.68921667248222e-06	0.000536270527415104	0.000299790956605701	0.000617125934647075	0.00257560800057644	0.00120134856816801	8.37356178112962e-05
ENSMUSG00000057092	Fxyd3	chr7:31068171-31076704	0.00475791535019842	0.000293540845594066	0.000181343352419685	0.003540044471247	0.0026393320346785	5.42206523119456e-05	5.31330129710556e-05	4.78758302391502e-06	0.000456119964005618	0.00107476509614861	0.000606552516418625	0.00340947191306729	0.000716977616027378	0.0017768614354122	0.00513616571844404	0.000189610146045211
ENSMUSG00000040680	Kremen2	chr17:23741196-23745833	0.004920121630342	1.92510417523214e-05	0.000373582604413185	0.00012464412136153	0.000247854772881724	0.000130494066374071	0.000926814169103042	0.000165025358719741	0.000554248278524351	0.00294330843456456	1.79824425724909e-05	5.12097388425974e-05	0.000975492901491938	0.000120495976996302	0.0030416397453028	0.00156648742754427
ENSMUSG00000048562	Sp8	chr12:118846328-118852576	0.00471163480209961	0.000293592806884164	0.00284772721611119	0.000227568427502857	0.0011600746646892	1.19807821738739e-05	0.000227093663585737	0.000686243367234299	1.1095375566306e-05	0.000113671630303631	0.000331093628516177	0.000519445488544995	9.68712179956859e-05	8.16639999170754e-05	0.00678441877242393	0.00269569261391586
ENSMUSG00000021508	Cxcl14	chr13:56288642-56296551	0.0028775030625093	0.0115319330539532	0.000673231204058685	0.000594491779919887	0.00190037134770913	2.11033578971661e-05	0.0100226703759456	0.00724580760953807	0.00259100875851374	0.000788141439143293	0.00163362289714573	0.00114646616014156	0.000849330877348623	0.00519959591409194	0.000774299449400752	0.000268970651971841
ENSMUSG00000001507	Itga3	chr11:95044473-95076801	0.00459645255433637	0.000469071564491531	0.000741788130018648	0.000736103913427518	0.000373394579881871	0.00215658163028846	0.000268928550734126	0.000513587280222589	0.00197020149040771	0.000386818343659563	0.000417834555963737	0.000103806571115083	0.000201170886113132	2.53704286931999e-05	0.00235582597791999	0.00022570829922732
ENSMUSG00000053399	Adamts18	chr8:113697125-113848615	0.00450662411598457	0.000449291967944038	0.00312356295537236	0.000124599278784565	3.4423921200122e-05	3.25059360884934e-06	0.00289922720189036	4.28838989133732e-05	0.00109733895532078	0.000221622606375621	0.00545332717577462	0.000645705452352059	0.000502276485573173	8.68717121980992e-05	0.000241386301128034	9.7272931572874e-05
ENSMUSG00000015647	Lama5	chr2:180176372-180225859	0.00469089633873579	2.33158768149467e-06	2.08374146277442e-05	8.47889838067326e-06	0.000163981682541169	0.000652419960174677	0.00336920894408463	0.000999348118513056	4.51375865756421e-05	9.03836064575955e-05	0.00321544441244909	0.00140764995716594	0.000568858340464242	5.17571151730091e-07	0.00113914098386965	2.03741893281097e-05
ENSMUSG00000020159	Gabrp	chr11:33550780-33578959	0.00296268867256531	0.00508325414263861	0.0104146224227857	0.0108114897322987	0.000701603086262963	0.000285592791680966	0.00211816623549474	0.00108357903701713	0.00218909024783766	0.00405084218578403	0.0025751419113191	0.00127785529407092	0.000392596295365864	7.21940418551775e-05	0.000939598249935689	0.00370184042647436
ENSMUSG00000041782	Lad1	chr1:135818597-135833342	0.00455444354356532	0.000541572724365593	0.000577749441177122	7.77236419203587e-06	9.01876140117126e-05	0.0021544853234224	0.00190286440173199	0.000901682819689754	3.65773085313597e-05	0.00197066219438343	0.00128171084582803	0.000289015033085457	0.000431512129818477	0.00345656125094085	0.000106223330994034	1.54050592716653e-07
ENSMUSG00000002799	Jag2	chr12:112907818-112929776	0.00460923546439914	3.80435519445759e-08	0.000682731823486594	2.52733324195491e-05	0.0005940499873321	4.35901444360669e-06	0.000850903138981887	3.35078292138171e-05	0.000370891152937226	0.00115677163765663	0.000467223899961931	0.000233781604822181	0.00100800600386433	1.31563185405298e-05	0.00155142072759328	0.00153392061710479
ENSMUSG00000001510	Dlx3	chr11:95120118-95125296	0.00428316096595762	0.000282039212343582	1.44379756929784e-05	0.00845270369263442	0.0001125094292615	0.000461466495188017	0.000707270649251248	0.00258913360731958	0.00576911880018902	5.81109343596009e-05	0.000880170502885475	0.00123368277270128	0.000565119849267604	0.000972547625910974	2.58366610158377e-05	0.000819002391745853
ENSMUSG00000027356	Fermt1	chr2:132904388-132945906	0.00453926885308068	4.7783893170726e-06	0.000433011280121569	1.85925966354717e-07	0.00129939935242085	3.76353549190593e-05	0.00159299277314635	0.00063933603746912	0.0010960244706688	0.000342360317689209	0.000502324704031295	6.60801421362319e-05	0.000248264657529922	0.000187447097636098	9.37600710499875e-05	0.00221128982705887
ENSMUSG00000026638	Irf6	chr1:193153110-193172023	0.0044959559287584	0.000393348564345912	9.16058239709492e-09	0.000651034328628503	0.000298086399931199	3.95733258779711e-09	0.00031025264988724	0.000133269076017346	0.000239892559565227	9.70663101935535e-05	0.000614900061410417	0.00101774457635867	5.39374769365877e-06	0.000750880390393538	2.214830755444e-05	0.000122130212403128
ENSMUSG00000003309	Ap1m2	chr9:21294612-21312337	0.00446665611072815	0.000113850505478765	0.000650365000966903	0.000158204624136713	0.0021997063301643	0.00155208275789748	1.55653320332412e-05	0.000141321566433301	0.000305501612347398	4.23272532422785e-05	8.64670744758524e-05	0.000435543377588672	2.69909438931889e-05	0.000900407283319577	0.00121259490131975	0.0020680235406114
ENSMUSG00000023039	Krt7	chr15:101411102-101430313	0.00453486630143145	1.37511606610949e-06	7.90429229367045e-06	6.60443180956016e-05	0.000160060745915042	0.000208842190480784	1.38306510399606e-05	0.000475314603469564	9.72483225948115e-05	0.000502444445876264	0.00105053875381554	0.00082218005171063	6.53796704925127e-05	0.00111656119817145	0.000527411911859937	0.00105250217436613
ENSMUSG00000004951	Hspb1	chr5:135887918-135889563	0.00419779120832758	0.000737198921051949	0.000916906201521841	2.60353389017408e-05	0.00269308698923906	0.000280652508971196	0.0103639916027736	0.000535404929458111	0.000258955204588107	5.52677844531531e-06	0.000190203839536458	5.37658633025856e-05	6.30992725165614e-05	0.00201364035994781	0.00762518598497727	0.000208910738704044
ENSMUSG00000052305	Hbb-bs	chr7:103826533-103828096	0.00290704203370127	0.0029785757720837	0.000679963107468895	0.0182231991453978	0.000882666022391859	0.00880282006058627	0.00258449544988543	0.0134039542703846	0.0544519453895725	0.0040728670244525	0.0231292804907529	0.0198132050257918	0.00197998233544456	0.00409465973111349	0.0406384696931525	0.00113851644569749
ENSMUSG00000023043	Krt18	chr15:102028179-102032027	0.00391881311049573	0.00226213722759701	0.00147740905972101	0.000144184871594433	0.00336550638168864	0.000807825740081311	6.15197364830921e-05	0.00365173814678963	0.000209273296422812	0.000163034786293582	0.000120474688356892	0.00146326525218766	4.62041530711225e-06	1.66236971653143e-05	0.00355005049415479	0.000897041159211516
ENSMUSG00000026479	Lamc2	chr1:153122755-153186447	0.00425021641241761	0.000668552173092311	4.25781951127444e-05	9.92250856976418e-05	0.000428012945773691	0.00172596942089863	0.000135166460598952	3.99196940975613e-05	0.00383825305414614	0.00165945222040449	4.21570580564628e-06	2.70020323802873e-05	4.69221097276763e-05	0.00201209003134111	0.000269929842346692	0.000297897252179276
ENSMUSG00000074227	Spint2	chr7:29256340-29281912	0.00387277736563232	0.00118067132464409	0.00126944523790215	0.00561391105779992	0.00218633574293109	0.000123945325790802	0.00132727151904888	0.00152404507732108	6.21730352598774e-05	0.000571631054294684	0.000907983994381179	0.000697952803262748	4.54636846986163e-05	0.00276209873535192	0.0017713248664773	0.000541528627132955
ENSMUSG00000049382	Krt8	chr15:101996697-102004482	0.00364709694097254	0.00215022601062505	0.00461183992904349	8.3197529418054e-05	0.00502973607825079	0.000733570812620023	5.69928532894106e-06	1.73050595869141e-05	0.00012313166595036	0.00321188331946025	0.00155008622628965	0.00232834479876508	7.92870964246746e-05	0.00900685255586299	0.00855808437566078	0.00102558442938052
ENSMUSG00000041911	Dlx1	chr2:71528112-71533980	0.0042458441363038	1.53444373461907e-06	0.000613480193605061	0.000116845751494977	9.27904057333329e-07	7.04569716301457e-09	0.00128751509702135	0.000117158143615855	0.000232205463789748	0.000204434333214162	0.000626069100625584	0.00112842668076267	1.56847649540927e-05	0.000306649008303531	0.00142731635850946	0.00135184897522013
ENSMUSG00000027210	Meis2	chr2:115863063-116065839	0.00190050492547006	0.0114452372847874	0.00943390989574835	0.000682157380583907	0.000545122483406789	0.00169602744929734	0.000704681749711269	0.000513119107599547	0.000747944387398239	0.00577424992125203	0.000328956273705807	0.00126551347703801	0.000451649778559932	0.000339417555207831	0.00949411189361564	0.000730984362760182
ENSMUSG00000001494	Sost	chr11:101962457-101967015	0.00397495858214697	5.08812316093379e-05	0.00155375062663853	0.00113927217242188	0.00133949170214909	0.000574589437893401	0.00230283671652625	0.00019280823308689	0.00174408799963335	0.00724256775707447	0.00274521302666858	0.000598627089348356	0.000806369619573245	0.000440851926020316	0.0106138741913776	0.00246032105727292
ENSMUSG00000024247	Pkdcc	chr17:83215291-83225070	4.37752249054567e-05	0.0243566068897129	0.0021875447837032	0.000812269784557616	0.00450512709086181	0.00101300681393162	8.32703819646863e-06	0.00306540795439687	0.00575052327336354	4.7039811447769e-06	0.00442412425342997	0.000112924456712979	2.15305083818629e-07	0.00154481100195334	0.0119992097828002	0.000166678340520958
ENSMUSG00000027315	Spint1	chr2:119237361-119249527	0.00396826949089876	0.000223640727006863	0.00184782273139732	0.000777749041759141	5.05075354726829e-05	0.000353038056872971	3.68372660385123e-07	0.000187198434934497	0.000450919543999533	0.000642906012541804	0.00106942191089384	0.000399631854466864	0.00164826596368765	0.000139302512693998	3.62454846176359e-06	9.98934072525329e-06
ENSMUSG00000028919	Arhgef19	chr4:141239498-141257564	0.00397147133361181	0.000186243201963945	0.000173376957493358	0.0012780267763718	0.000246312230461682	0.00126090098372773	1.70515772810517e-05	0.00029205030449167	1.67206633475443e-05	0.000219378273564103	0.000899103714461057	0.00162552697214242	0.00148806595731993	4.45033736512833e-06	0.0020014901974369	8.39536837688222e-06
ENSMUSG00000073940	Hbb-bt	chr7:103812523-103813996	0.00252544711148042	0.00534111512103603	0.00295493056337896	0.00742761908963851	0.00180499521786256	0.0113215942356497	0.00343803017889977	0.00078027434108232	0.0291120922896153	0.000502966530968825	0.000270685726741732	0.00521357276923089	0.00425941135765234	0.00203763607461051	0.00355844572386598	1.00323985124358e-06
ENSMUSG00000058665	En1	chr1:120602417-120607992	0.00395686064309363	4.00947255250509e-05	0.000290358941574109	1.11953044270686e-06	8.20144360804167e-05	0.00251417971352481	0.000606360880720957	5.17285262618802e-05	2.68102723370164e-05	0.000193412211082381	0.000161422818615966	0.00448480244928567	0.00045580849522644	0.0013096612371047	0.00397734848989704	0.0011342117986732
ENSMUSG00000031871	Cdh5	chr8:104101624-104144511	0.00385813234111799	0.000239903640778732	0.000171930222797735	0.000383888833848022	0.000761983998213669	0.00137801380955478	0.00144255571629704	0.00513678889747401	0.000178797744488221	0.00209367424344815	0.00122371985395894	0.0184708954189014	0.000165922892900027	0.000455227484421308	1.70720696982716e-05	0.000671667392025555
ENSMUSG00000046352	Gjb2	chr14:57098599-57104702	0.00259535829144357	0.00438348379117356	0.00632079064450155	0.00656828910163037	7.61702499496923e-05	0.001448671170006	0.000141883233793784	0.00195331935247391	0.00228934353677017	0.00142986192131843	0.00444441169938866	0.00125500714702105	0.004165396319355	0.00507225762428924	0.00344864388275277	0.00295666574203768
ENSMUSG00000037188	Grhl3	chr4:135541887-135573630	0.00379877502136944	0.000414767259697708	2.60667806733127e-05	0.000317562270136687	0.000385357547552026	0.000218657784799878	0.0001844065161511	5.3384869214672e-05	0.000773059623489879	0.000376605278968853	3.18537685201192e-05	0.00108094726521429	0.00299204114650906	5.88062179781978e-05	0.000411745025918223	7.32538169159683e-05
ENSMUSG00000054065	Pkp3	chr7:141078217-141090510	0.00374104981909865	0.000132179932037268	0.000155777094581744	1.11816862146798e-08	0.00112716274802192	0.00190802023901791	0.000426386634735474	0.000466285621181014	2.0772558513963e-07	0.00155190613768099	0.000372880495100334	0.000752217002104118	0.00104989352614419	0.00231107210683667	6.65025565870242e-05	0.0025899118179896
ENSMUSG00000034382	AI661453	chr17:47436614-47470638	0.00371384663335342	1.77690397555825e-05	0.000426892834823503	0.000130412927500711	0.00181566764456356	0.00181277488147854	0.000256934143827155	0.000475817712028607	6.21789546656241e-05	0.00112391555389542	0.000347072193940099	0.000254917587027034	3.2661447032143e-06	5.9383350849122e-06	9.49610619873668e-05	0.00223394895088783
ENSMUSG00000024987	Cyp26a1	chr19:37697807-37701528	0.00330114081818611	0.00110984401500207	0.00213356347389641	0.00460500372391899	0.000876846734690525	0.000114611523467601	0.0020501268032269	0.0016080011837641	1.5423210526842e-05	0.00340576677021471	0.00297407260978961	0.000536401117062776	0.000363546366200965	0.000545726106452385	0.00143641059600579	9.66193684754669e-06
ENSMUSG00000000125	Wnt3	chr11:103774149-103817957	0.0037636191419639	2.0189916595014e-08	9.15647410052724e-05	6.92501617547699e-06	0.000880885371256536	0.000117252318616301	0.000162362138994837	0.000182380965507226	0.00012029830505103	0.00104130917995695	0.00024131870726212	8.4595341575178e-05	2.25938240926935e-05	4.79165438672094e-05	0.00117162637908898	0.00106209602013978
ENSMUSG00000042808	Gpx2	chr12:76792334-76795554	0.00326797245065106	8.21435574653543e-06	0.00550706942962481	0.00109462455836182	0.00705437177187157	0.00200287422022097	0.000445812306848426	0.00226026482264891	0.000845639733312579	0.00297915957763776	0.00281670439469028	0.0125825718780368	0.0104472808922831	0.00280550390298198	9.47545438917786e-06	0.000298997747448855
ENSMUSG00000022286	Grhl2	chr15:37233035-37363569	0.00372610314527469	2.14634961288834e-05	0.000214975864702894	0.000120817698242485	0.000970921235221014	6.48729039612533e-05	0.000634570304266578	4.34151129080673e-05	0.000130789730414051	0.000305220436629288	0.00240111950678191	7.22796523757262e-05	0.000734111225820945	0.000378251222000327	0.00480089625144355	0.000549310758480882
ENSMUSG00000006411	Nectin4	chr1:171370098-171388598	0.00324564251388252	0.00128551265497058	0.00100611228891554	0.00544983762588615	0.00227264024971184	0.000436824436838195	0.000122870187488056	0.000497173918525913	6.87640437958153e-05	0.000236982293046786	0.00024389024483868	0.00364229624383079	8.69938174711692e-05	6.88783586953921e-05	0.000674432272527605	8.85793156845033e-05
